,Gene,adipose tissue,adrenal gland,amygdala,appendix,basal ganglia,bone marrow,breast,cerebellum,cerebral cortex,cervix,choroid plexus,colon,duodenum,endometrium,epididymis,esophagus,fallopian tube,gallbladder,heart muscle,hippocampal formation,hypothalamus,kidney,liver,lung,lymph node,midbrain,ovary,pancreas,parathyroid gland,pituitary gland,placenta,prostate,rectum,retina,salivary gland,seminal vesicle,skeletal muscle,skin,small intestine,smooth muscle,spinal cord,spleen,stomach,testis,thymus,thyroid gland,tongue,tonsil,urinary bladder,vagina,Adrenocortical cancer,Bile duct cancer,Bladder cancer,Bone cancer,Brain cancer,Esophageal cancer,Gallbladder cancer,Gastric cancer,Kidney cancer,Leukemia,Myeloma,Neuroblastoma,Non-cancerous,Rhabdoid,Sarcoma,Uncategorized,Uterine cancer,breast cancer,cervical cancer,colorectal cancer,head and neck cancer,liver cancer,lung cancer,lymphoma,ovarian cancer,pancreatic cancer,prostate cancer,skin cancer,testis cancer,thyroid cancer
1109,ENSG00000070526,1.9,0.1,1.8,12.2,2.4,2.8,2.0,0.8,1.5,58.9,0.2,150.2,60.7,4.9,3.8,23.7,3.6,17.6,3.2,2.3,1.8,0.4,0.1,5.5,1.2,2.9,2.4,0.6,0.1,0.0,2.0,6.7,189.6,0.9,25.5,0.5,1.3,0.9,73.7,5.2,2.1,14.3,63.2,3.0,0.2,0.3,0.9,2.3,3.0,4.4,0.0,6.9,1.2,0.0,0.1,8.1,7.5,15.7,0.0,4.8,0.2,0.0,0.3,0.6,0.0,0.1,2.6,0.9,2.1,14.1,4.1,1.2,3.5,0.0,13.5,5.7,16.8,4.1,0.1,0.0
1117,ENSG00000070731,5.5,2.8,1.1,1.9,3.0,1.0,11.8,0.0,0.5,14.4,127.0,13.4,1.0,4.7,10.1,15.9,48.8,1.9,4.3,2.3,2.1,9.2,1.2,16.9,0.5,2.2,1.1,6.1,7.2,2.1,5.8,10.7,5.8,51.3,11.0,9.9,17.7,50.3,4.6,2.2,3.5,3.6,6.9,32.9,1.5,24.5,17.8,4.7,9.2,14.0,0.0,4.7,6.7,0.1,4.7,24.3,21.4,3.3,0.6,0.0,0.0,0.0,4.8,0.8,0.2,2.4,2.3,26.8,16.4,2.2,30.5,0.8,3.2,0.0,4.9,6.0,0.5,29.4,1.2,0.6
1118,ENSG00000070748,0.0,0.0,0.0,0.2,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,5.3,0.0,0.0,0.9,0.0,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.6,0.1,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.1,0.2,0.1
1130,ENSG00000070915,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,98.9,0.0,0.1,0.8,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.5,0.1,0.0,0.3,0.0,0.0,0.7,0.1,0.0,0.0,0.0,0.7,0.0,0.4,0.2,0.1,0.5,0.1,0.2,0.3,0.4,0.0,1.2,0.0,0.6,6.7,0.6,0.4,0.0,0.0,0.0,0.8,0.5,6.3,0.0,0.0,0.0,2.4,0.0
1160,ENSG00000071967,161.3,94.6,26.9,23.7,36.3,18.1,143.8,6.0,21.1,135.0,30.4,66.4,192.2,97.2,48.6,68.3,85.3,148.3,124.3,18.4,14.4,30.9,21.0,125.9,33.0,24.0,167.1,20.9,11.6,25.4,36.8,68.3,37.8,21.5,61.8,74.1,22.5,82.8,227.1,84.8,24.0,29.9,51.7,23.1,27.1,224.3,79.6,29.3,81.3,87.5,19.8,10.3,14.8,22.3,43.2,13.4,0.2,13.1,13.1,14.9,1.7,6.5,149.1,32.8,52.4,155.7,15.1,14.3,19.5,9.1,20.1,24.5,22.4,3.6,27.9,18.2,3.3,33.1,3.3,31.0
1163,ENSG00000072041,0.6,1.4,7.1,0.3,7.2,0.0,0.4,14.4,13.4,0.9,2.1,0.4,0.1,0.5,0.0,2.7,0.1,0.0,0.0,8.2,15.6,0.2,0.0,0.1,0.0,8.5,0.3,0.0,0.0,5.3,3.6,0.2,0.2,15.2,0.8,0.1,0.0,1.3,0.3,0.3,3.0,0.0,0.1,0.4,0.1,0.3,1.5,0.2,0.2,1.2,0.0,0.0,6.7,18.0,8.2,7.0,0.0,2.0,3.8,0.9,1.2,38.9,11.9,0.7,6.7,18.5,9.6,6.6,3.7,0.7,10.7,2.7,12.3,0.7,9.2,0.9,1.7,33.3,0.2,11.1
1190,ENSG00000072657,11.4,0.9,0.9,0.3,0.4,0.5,0.8,4.3,4.3,3.6,1.5,1.0,2.3,1.1,0.6,0.2,1.1,0.7,0.7,2.3,0.9,4.9,0.6,1.2,0.0,0.2,2.1,10.0,0.0,0.1,0.1,1.3,0.5,0.6,0.8,2.4,0.2,0.2,2.1,0.3,0.2,2.4,0.3,0.6,0.0,0.0,0.4,0.2,1.0,2.2,0.0,0.8,3.9,11.6,3.3,0.8,0.1,2.5,3.9,2.6,0.1,1.3,7.7,0.2,11.7,4.8,8.7,1.2,0.0,0.5,5.0,3.8,2.2,0.0,8.9,5.2,1.9,0.7,0.3,5.1
1209,ENSG00000073060,57.3,964.5,22.6,3.9,47.7,1.4,53.6,13.9,25.8,12.5,11.4,14.3,12.1,13.3,0.9,8.9,12.7,12.6,10.1,27.7,18.9,6.6,229.8,14.9,6.1,21.7,53.0,9.3,3.9,14.8,107.6,12.6,8.8,11.7,20.6,2.2,9.4,25.6,14.5,7.5,21.3,12.4,8.5,18.6,2.8,11.4,4.8,10.1,11.9,12.3,44.7,26.2,39.2,26.4,29.6,29.0,13.1,56.0,67.5,27.7,37.4,22.2,17.9,104.7,33.6,20.6,35.4,42.0,82.9,41.4,30.9,74.8,35.8,29.0,30.8,38.0,58.0,135.0,12.4,33.8
1229,ENSG00000073734,1.4,0.0,0.0,0.1,0.0,0.0,0.6,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.0,0.0,1.1,0.0,0.0,0.0,0.1,0.0,6.0,0.0,0.0,0.0,0.1,1.1,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.9,0.0,0.0,0.1,0.0,0.3,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,1.8,0.0,0.0,0.0,0.4,0.3,0.0,0.0,0.0
1232,ENSG00000073756,16.4,7.7,1.7,13.5,0.9,115.6,2.9,0.3,5.9,60.0,3.1,14.4,2.5,8.6,0.7,6.7,4.9,30.5,11.3,1.5,1.3,9.9,7.7,33.2,8.6,1.7,1.6,2.1,5.4,3.0,8.1,24.2,9.5,0.3,1.1,123.1,0.3,1.6,3.5,11.7,4.1,2.7,14.3,0.2,5.0,3.1,6.2,0.6,156.5,2.1,0.0,11.2,24.6,1.8,4.7,5.4,14.9,11.9,2.1,0.8,0.0,2.8,32.9,1.7,7.2,4.1,1.2,4.8,7.9,5.9,23.8,3.0,13.8,4.9,3.0,12.0,0.2,5.1,2.5,5.2
1310,ENSG00000075673,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,10.8,0.0,0.0,0.0,0.1,0.0,5.2,0.0,0.5,0.0,0.0,0.0,0.1,0.5,0.0,5.4,0.2,1.9,0.0,0.1,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,14.4,0.0,0.2,0.0,0.0,0.1,0.1,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.2,0.4,0.6,0.0,0.1,0.7,0.1,0.0,0.1,0.0,4.4,0.0
1379,ENSG00000077498,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.0,30.7,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.8,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,268.0,0.0,0.1
1475,ENSG00000080166,0.4,0.3,0.6,0.0,1.4,0.1,2.9,0.2,0.8,0.2,0.2,0.3,0.0,0.3,0.9,0.0,0.9,0.1,0.1,0.6,0.7,0.2,0.2,0.1,0.0,0.5,0.3,0.4,0.0,1.6,0.0,0.3,0.0,0.8,1.5,0.3,0.3,104.7,0.1,0.1,0.4,0.1,0.1,0.6,0.4,0.2,0.1,0.0,0.2,0.3,0.0,0.2,0.2,0.3,14.0,0.1,0.1,0.3,0.2,0.2,0.6,0.3,0.1,0.0,0.2,0.0,0.1,0.0,0.3,0.2,0.2,0.1,3.7,0.3,0.2,0.0,0.1,361.4,0.0,0.1
1527,ENSG00000081479,1.4,0.0,2.0,0.0,1.7,0.1,9.3,0.4,3.3,0.2,0.5,0.0,0.0,0.0,0.6,0.0,0.0,0.2,0.1,5.2,2.9,33.6,0.3,1.1,0.0,7.7,0.0,0.0,43.3,0.1,7.3,0.0,0.0,28.4,0.9,0.0,0.1,0.0,0.0,0.0,15.9,0.0,0.0,0.2,0.0,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.4,0.3,0.3,0.3,0.5,0.0,0.1,0.3,0.0,3.4,0.2,1.9,2.4,3.6,0.1,1.4,0.3,0.4,1.2,0.1,0.4,7.3,3.6,0.3
1533,ENSG00000081800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,7.3,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
1610,ENSG00000084110,1.3,0.2,0.0,2.9,0.0,11.4,2.1,0.1,0.0,0.8,0.0,0.5,0.6,0.3,0.0,1.0,0.7,0.6,0.3,0.0,0.0,0.3,193.3,2.2,0.5,0.0,0.2,0.9,0.1,2.9,0.3,0.2,0.4,0.0,0.6,0.1,0.2,59.5,0.8,0.5,0.0,7.4,0.4,0.1,0.4,0.2,0.6,1.3,0.5,1.3,0.2,0.2,0.5,0.4,0.1,0.4,0.7,0.4,0.1,6.6,0.3,0.1,0.1,0.1,0.1,0.3,0.3,0.5,0.1,0.4,0.1,3.0,0.9,0.5,0.4,1.2,0.2,0.0,0.0,0.1
1615,ENSG00000084453,0.0,0.1,45.7,0.1,39.1,0.2,3.3,4.2,18.7,0.0,7.2,0.1,0.0,0.1,0.3,0.1,0.3,0.2,0.9,52.5,32.1,1.2,7.8,2.5,0.7,60.5,0.2,2.3,0.1,0.4,1.2,0.7,0.0,0.5,15.1,0.0,0.5,0.4,0.0,0.0,55.6,0.5,0.4,1.6,0.9,0.2,0.0,0.4,0.2,0.0,0.4,0.9,4.7,0.6,0.6,14.9,11.6,4.1,0.8,1.2,12.0,2.4,0.5,0.5,0.7,2.0,1.9,1.4,1.1,3.0,7.4,5.1,5.5,1.6,5.3,2.5,3.4,1.1,16.2,6.2
1621,ENSG00000084674,2.6,0.0,0.0,0.2,0.0,0.0,0.9,0.0,0.0,0.7,0.0,0.4,176.3,0.2,0.0,0.1,0.1,0.5,5.0,0.0,0.0,0.3,1155.6,0.0,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.1,0.5,296.0,0.2,0.0,0.5,0.3,0.2,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,1.2,0.0,178.6,0.1,0.0,0.2,0.0,0.1,0.0,0.0,0.0
1650,ENSG00000085563,2.5,98.7,6.1,3.8,8.7,1.9,3.4,2.3,9.0,6.1,1.4,16.1,25.7,10.7,3.5,3.0,4.8,15.0,1.8,8.3,6.9,32.6,27.1,6.2,3.1,9.4,2.8,1.9,1.3,0.5,2.2,4.1,17.6,2.1,1.1,3.0,0.2,1.4,68.8,9.5,9.1,4.1,2.1,0.9,2.6,1.9,1.3,3.4,3.5,1.7,0.0,6.8,1.7,2.0,1.6,0.2,0.0,1.0,13.3,2.7,1.2,15.1,2.3,0.0,0.2,0.4,1.0,2.7,1.0,26.0,1.1,17.4,3.0,3.4,5.4,1.2,0.0,1.9,0.1,8.3
1745,ENSG00000088002,0.3,0.2,0.4,0.4,0.3,0.0,11.2,0.4,0.6,72.4,0.1,0.7,9.0,0.5,6.6,278.0,1.2,2.6,0.2,0.4,0.5,12.5,0.3,9.1,0.0,0.6,0.1,0.7,7.6,0.4,1.4,21.9,0.2,0.0,52.0,3.6,0.4,180.7,17.7,0.1,0.3,0.1,3.4,0.5,0.4,1.8,0.0,27.5,0.7,141.4,0.8,8.7,3.1,0.5,1.7,11.1,4.8,19.2,1.7,0.4,0.1,0.1,0.5,0.8,0.3,0.4,1.9,22.7,16.0,19.9,6.7,1.1,8.4,0.2,8.4,12.2,14.1,0.7,0.0,0.2
1746,ENSG00000088035,3.4,4.3,2.0,1.1,2.3,1.4,3.3,2.2,1.9,3.6,1.3,3.6,1.1,2.8,1.4,5.9,2.9,0.7,2.0,2.2,2.0,2.9,4.5,2.6,1.9,2.4,3.1,3.2,1.3,2.0,0.9,3.0,1.2,1.2,4.2,0.5,2.7,5.0,4.3,0.6,3.3,5.1,3.1,2.1,2.0,3.0,0.1,1.5,3.0,4.1,1.0,1.3,1.4,2.2,1.0,1.4,0.9,1.1,1.3,1.7,1.5,0.8,0.8,1.1,1.1,1.3,1.2,1.3,1.0,1.0,0.9,0.9,1.2,2.1,1.3,1.0,1.5,1.8,2.7,0.9
1760,ENSG00000088386,0.1,0.0,0.0,0.4,0.0,0.4,1.0,0.0,0.1,2.3,1.9,4.3,147.3,5.3,5.7,2.0,0.1,41.6,0.0,0.0,0.0,5.9,17.8,0.1,0.3,0.0,0.1,8.0,20.0,0.3,0.1,1.4,2.6,0.0,0.4,0.5,0.7,22.6,197.2,0.4,0.0,0.1,1.1,0.2,0.2,0.2,0.0,0.6,2.5,3.8,0.1,2.0,0.8,0.1,0.4,2.1,0.6,7.4,0.9,0.1,0.2,0.2,0.1,0.1,0.1,0.1,1.1,1.9,0.1,2.2,0.3,4.3,1.0,0.1,2.5,11.1,0.7,0.2,2.4,0.1
1819,ENSG00000089250,0.1,0.1,3.5,0.4,6.4,0.2,0.1,2.3,2.3,0.2,0.3,2.1,0.1,0.1,0.2,0.8,0.3,0.0,0.0,2.5,3.3,1.2,0.0,0.8,0.1,2.2,0.0,1.3,0.0,0.8,0.0,0.8,0.4,0.3,3.3,0.1,35.5,1.8,0.3,0.3,1.2,0.0,0.2,0.4,0.0,0.1,55.0,0.1,0.0,0.7,0.0,0.0,0.6,3.4,0.2,4.5,0.1,0.0,0.1,0.1,0.1,2.4,0.2,0.1,4.2,0.0,0.8,0.0,2.2,0.4,1.1,0.4,0.7,0.1,2.8,0.0,0.1,0.0,0.0,0.1
1826,ENSG00000089472,6.1,16.9,12.3,10.9,14.7,0.0,5.9,3.5,12.0,16.2,2.1,56.8,46.5,24.6,8.9,7.9,12.6,24.3,25.6,8.9,7.4,5.5,2.4,10.8,2.0,14.3,23.0,1.6,0.9,3.5,0.9,15.9,52.1,10.4,4.3,22.1,0.7,4.3,49.9,53.0,5.8,7.3,10.9,2.2,0.9,4.6,2.4,1.4,13.4,9.2,0.0,5.2,0.0,1.4,3.8,0.2,0.0,9.9,0.2,5.7,0.1,0.2,7.9,0.0,0.0,4.2,0.0,1.1,0.0,19.2,0.1,1.4,0.5,0.0,1.6,1.2,0.0,0.8,40.2,0.2
1848,ENSG00000090054,35.6,31.6,18.5,26.7,20.6,36.3,44.4,15.8,31.2,41.8,22.8,41.4,34.6,39.6,47.3,52.7,36.8,33.6,23.6,19.3,21.0,42.9,23.9,33.8,25.7,20.4,42.3,27.3,48.3,16.8,40.2,32.9,42.8,17.9,31.7,28.5,13.7,39.9,37.3,31.9,29.7,25.5,36.3,23.8,25.8,53.4,18.5,34.2,36.7,33.6,77.2,50.7,68.9,41.4,54.9,74.2,92.9,63.9,72.4,35.4,39.6,32.5,75.9,51.5,49.1,67.1,49.9,52.6,68.0,66.7,72.6,49.7,49.8,39.1,55.7,75.3,37.4,44.2,56.9,56.2
1862,ENSG00000090402,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,530.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.9,30.0,0.0,0.0,0.0,0.0,0.0,435.9,0.8,0.0,0.0,0.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.4,0.1,0.0,0.2,0.0,1.7,0.0,0.0,0.0
1902,ENSG00000091137,0.4,0.1,0.9,0.1,0.5,0.0,0.7,0.0,8.9,1.3,0.0,0.2,0.1,0.5,0.1,0.1,0.3,0.4,0.6,1.1,0.4,6.2,0.1,0.5,0.4,0.2,0.3,0.3,3.8,0.3,0.3,3.7,0.2,0.1,0.4,0.2,0.5,0.2,0.1,0.3,0.2,0.1,0.7,0.6,0.2,256.0,0.1,0.2,1.4,0.3,0.7,0.2,0.1,0.3,0.4,0.2,0.1,0.1,0.3,0.3,0.1,0.0,0.3,0.1,0.5,0.2,0.2,0.2,0.1,0.3,0.2,0.1,0.5,16.1,0.2,0.2,0.5,2.2,0.0,0.4
1904,ENSG00000091140,78.5,79.5,25.3,35.5,29.4,49.6,34.8,23.5,33.3,24.3,36.3,64.8,63.9,28.0,20.7,43.5,21.0,25.6,159.4,21.5,25.7,112.9,87.0,24.4,35.9,30.6,22.9,30.8,87.8,22.7,31.0,35.2,65.2,29.3,37.9,33.8,222.4,28.4,55.5,36.0,15.6,28.3,51.6,25.6,30.2,33.1,235.4,40.9,40.0,23.4,49.1,63.5,51.7,50.4,54.6,58.1,44.7,64.6,61.9,54.8,54.5,41.9,48.5,62.4,49.2,51.7,51.1,69.6,68.7,67.5,48.2,50.7,52.4,73.5,56.4,54.2,63.9,81.6,87.7,44.3
1926,ENSG00000091664,0.0,0.0,4.4,0.0,0.2,0.0,0.0,0.1,4.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,15.3,0.0,0.0,0.0,0.0,5.1,0.0,0.2,0.0,3.5,0.0,0.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.1,1.1,0.0,0.0
1927,ENSG00000091704,27.0,4.6,2.6,5.4,3.7,4.7,13.1,5.0,4.5,11.5,2.6,4.4,32.6,4.8,0.1,6.7,3.6,0.2,42.0,2.6,1.7,4.5,12.6,3.2,8.5,2.7,42.6,230013.6,0.0,4.9,17.7,6.7,0.0,0.2,38.4,0.1,4.5,6.4,20.2,0.4,2.2,7.5,20.8,5.3,0.1,2.9,0.4,0.0,2.7,3.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.1,0.0,0.0,0.0,0.1,0.0,0.7,1.2,0.2,1.1,0.0,0.0,0.0,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.7,0.1,0.0
1935,ENSG00000092009,8.7,0.0,0.0,3.6,0.0,0.2,17.8,0.0,0.0,4.4,0.1,8.4,0.6,3.0,4.2,9.8,0.9,7.0,1.5,0.0,0.0,0.2,0.5,1.5,1.7,0.0,0.1,1.5,0.6,0.2,0.1,1.0,8.0,0.0,4.6,1.3,0.8,8.7,5.6,2.2,0.0,0.2,1.5,0.8,2.9,0.4,2.9,2.3,10.7,0.9,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.4,0.1,0.1,0.0,0.2,0.1,0.1,0.2,0.1,0.0,0.1,0.2,0.0,0.1,1.9,0.1,0.1,0.3,0.0,0.5,0.1
1942,ENSG00000092068,26.5,14.7,3.3,6.7,5.6,1.5,26.8,14.5,10.5,30.3,42.9,12.0,35.2,42.2,4.6,36.4,44.4,17.9,7.6,3.9,5.1,114.5,6.7,14.9,4.4,4.2,65.3,19.3,319.6,15.4,15.4,37.9,13.3,13.5,23.1,34.3,47.6,30.6,23.5,20.1,2.1,18.0,61.7,20.5,4.8,22.9,14.7,8.7,28.9,36.3,0.0,19.1,9.1,18.0,6.2,55.1,65.7,15.2,0.7,3.5,2.4,1.8,6.8,61.5,1.4,30.7,10.3,21.1,43.3,63.1,46.7,3.7,7.6,1.4,12.2,6.0,21.4,45.8,55.4,6.7
1985,ENSG00000093217,1.3,2.2,0.3,1.4,0.2,2.2,2.9,1.2,1.0,1.6,0.8,3.9,5.6,1.9,0.8,1.8,1.0,1.5,0.5,0.3,0.4,11.0,32.4,0.7,0.9,0.4,1.8,2.3,1.1,0.7,0.9,1.5,4.4,2.0,5.1,0.9,0.5,1.4,6.2,1.4,0.5,1.0,3.4,1.0,1.6,0.7,0.5,0.8,1.2,1.2,6.2,5.5,3.7,5.0,4.3,3.3,5.9,6.2,2.5,5.4,5.3,7.5,3.7,8.2,5.8,4.0,4.4,5.5,3.8,6.7,2.0,7.1,4.3,3.7,3.5,4.2,7.0,12.1,2.2,3.1
2006,ENSG00000095303,12.4,2.9,2.0,10.2,1.6,8.9,6.5,0.4,2.8,5.6,7.8,104.6,10.5,5.9,2.2,65.1,41.8,9.2,12.2,3.1,3.0,9.0,2.9,10.9,4.5,4.1,1.9,1.7,2.0,4.7,2.2,20.4,23.4,0.7,4.2,5.9,2.0,148.5,17.2,15.5,6.2,7.8,19.9,0.9,2.1,3.1,3.9,11.3,169.2,15.4,0.0,4.0,3.3,0.2,1.4,10.1,12.4,4.2,8.1,26.0,0.8,1.5,36.3,0.0,1.1,17.1,7.5,3.1,32.5,0.7,27.7,6.9,3.7,2.4,30.4,1.9,0.6,1.6,0.4,2.4
2020,ENSG00000095596,0.0,0.1,0.1,0.0,0.3,0.0,0.1,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.2,0.1,0.0,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,0.3,1.8,0.2,2.0,1.1,0.4,4.2,0.0,0.1,10.7,4.5,5.6,0.8,0.4,2.9,0.6,1.0,0.6,1.5,0.2,1.0,0.5,0.0,0.3,0.7,0.4
2030,ENSG00000095917,7.8,0.4,0.4,1.8,0.6,1.6,4.4,0.4,0.7,5.0,0.6,7.5,3.7,8.2,1.9,7.8,3.1,13.3,1.0,0.3,0.1,1.2,0.7,17.2,5.3,0.2,0.3,1.5,0.1,0.4,0.1,5.4,0.8,0.1,4.7,1.2,1.3,9.2,13.1,5.2,0.1,0.4,20.6,1.2,1.2,0.3,1.0,2.2,12.9,4.9,0.0,0.0,0.0,0.5,0.0,0.1,0.0,0.1,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0
2136,ENSG00000099998,133.2,58.6,20.6,18.1,29.3,1.7,87.6,9.7,18.3,70.8,50.5,26.9,19.1,52.6,13.9,19.0,68.3,36.6,90.4,22.5,27.0,76.0,53.9,36.5,47.2,36.7,25.8,25.1,12.7,40.0,11.6,47.8,12.0,2.8,36.0,20.4,22.3,38.8,39.6,31.3,21.7,35.3,38.8,9.3,11.3,106.9,16.2,18.0,43.6,62.1,3.6,23.9,0.4,3.1,3.6,2.0,0.2,1.7,2.6,18.8,1.8,3.3,16.8,21.0,11.2,69.1,4.4,7.8,0.5,1.1,5.3,10.6,3.8,1.4,4.9,2.5,2.5,0.3,62.1,10.5
2142,ENSG00000100024,0.2,0.2,0.2,0.2,0.9,1.9,0.1,0.2,0.2,0.2,0.0,0.2,1.1,0.2,0.2,0.1,0.3,0.1,1.8,0.3,0.2,25.0,210.8,0.8,0.1,0.3,0.7,0.1,0.0,0.4,0.0,0.3,0.1,1.1,0.1,0.1,0.5,0.9,0.4,0.1,0.1,0.8,0.2,2.9,0.6,0.1,0.2,0.1,0.1,0.2,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.1,0.6,0.2,0.2,0.3,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.2,0.2,0.3,0.0,0.0,0.1,0.0,0.0,0.0
2148,ENSG00000100033,7.7,0.7,54.3,0.4,55.6,0.0,8.2,21.1,55.5,4.9,65.5,3.1,5.5,1.5,0.1,11.3,5.6,0.1,18.0,34.7,29.1,16.3,15.2,19.9,0.1,41.1,0.5,1.4,0.0,5.2,0.2,3.1,0.3,0.6,4.0,0.2,47.5,38.6,31.6,0.0,13.5,0.5,3.4,1.7,0.3,7.2,6.1,0.8,4.0,8.3,0.0,2.6,0.7,0.4,0.3,5.6,1.9,3.5,1.0,0.2,0.3,0.3,0.7,1.4,0.1,0.7,4.4,9.2,0.7,1.3,2.4,1.0,1.9,0.4,5.5,2.3,0.2,0.5,4.8,0.1
2188,ENSG00000100170,0.1,0.0,0.0,4.1,0.0,0.0,9.3,0.0,0.0,11.9,0.0,10.4,513.5,0.5,3.4,4.9,1.0,26.0,72.8,0.0,0.0,6.4,1.6,2.1,0.3,0.0,0.0,1.6,0.3,1.0,0.0,2.9,9.4,0.2,18.5,2.3,0.3,13.1,294.1,0.6,0.0,2.8,7.0,2.2,0.1,0.0,0.0,3.9,0.0,6.0,0.0,3.3,0.0,0.0,0.0,1.0,0.6,2.7,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.8,0.0,8.3,0.6,0.0,0.5,0.0,0.5,0.5,0.2,0.0,0.0,0.0
