,Gene,adipose tissue,adrenal gland,amygdala,appendix,basal ganglia,bone marrow,breast,cerebellum,cerebral cortex,cervix,choroid plexus,colon,duodenum,endometrium,epididymis,esophagus,fallopian tube,gallbladder,heart muscle,hippocampal formation,hypothalamus,kidney,liver,lung,lymph node,midbrain,ovary,pancreas,parathyroid gland,pituitary gland,placenta,prostate,rectum,retina,salivary gland,seminal vesicle,skeletal muscle,skin,small intestine,smooth muscle,spinal cord,spleen,stomach,testis,thymus,thyroid gland,tongue,tonsil,urinary bladder,vagina,Adrenocortical cancer,Bile duct cancer,Bladder cancer,Bone cancer,Brain cancer,Esophageal cancer,Gallbladder cancer,Gastric cancer,Kidney cancer,Leukemia,Myeloma,Neuroblastoma,Non-cancerous,Rhabdoid,Sarcoma,Uncategorized,Uterine cancer,breast cancer,cervical cancer,colorectal cancer,head and neck cancer,liver cancer,lung cancer,lymphoma,ovarian cancer,pancreatic cancer,prostate cancer,skin cancer,testis cancer,thyroid cancer
15387,ENSG00000185974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0
15394,ENSG00000186009,0.9,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.1,0.2,7.0,0.3,0.0,0.0,0.0,0.3,3.2,0.0,0.2,0.6,1.0,0.3,0.1,0.4,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,1067.1,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.0
15414,ENSG00000186104,2.5,1.7,1.2,3.0,1.1,3.0,4.0,2.9,1.6,2.5,0.0,3.6,4.5,2.1,3.1,4.4,1.7,1.5,2.1,1.2,1.4,1.8,2.2,2.4,2.9,1.5,2.0,5.0,1.4,2.5,1.0,2.7,3.2,3.2,4.4,1.4,2.7,6.8,4.2,1.4,2.1,3.0,4.8,4.2,2.4,1.8,1.5,2.8,2.9,3.2,3.4,5.4,4.0,5.2,3.2,4.2,8.9,4.6,4.7,8.6,13.2,4.2,2.7,4.2,3.6,2.6,4.5,4.8,3.2,5.9,3.3,5.1,4.4,7.3,3.2,4.2,5.4,3.4,2.2,5.5
15419,ENSG00000186115,0.0,0.0,0.0,0.1,0.0,1.1,0.2,0.0,0.3,0.1,0.0,2.1,77.6,0.0,25.2,0.2,0.0,3.1,0.0,0.0,0.0,39.4,161.6,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,6.4,0.8,0.0,0.0,0.1,0.0,0.8,78.0,0.0,0.0,0.1,0.5,0.5,0.0,0.0,0.0,0.0,0.3,0.4,0.0,0.4,0.0,0.3,0.1,0.1,0.3,1.2,0.0,0.2,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,1.8,0.1,0.3,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0
15441,ENSG00000186198,0.7,1.1,0.7,3.4,1.0,0.8,0.3,0.1,3.2,40.3,1.4,40.5,84.3,2.9,0.3,2.3,3.5,2.7,2.2,0.8,1.2,18.8,2.1,5.9,0.6,1.3,0.5,0.3,0.0,0.3,0.6,2.6,28.5,0.6,0.9,0.6,0.9,0.8,104.1,1.6,0.6,0.8,0.8,9.4,0.0,0.6,0.0,0.0,1.5,0.9,0.0,0.9,0.2,1.4,0.5,0.1,3.0,4.1,0.3,0.1,0.3,0.4,0.2,5.4,0.3,0.2,1.2,0.4,0.4,4.7,0.2,12.7,2.2,0.1,0.9,0.3,0.4,0.2,2.0,0.2
15442,ENSG00000186204,3.1,1.0,0.3,1.1,0.4,0.9,2.6,0.0,0.2,5.8,0.3,14.7,38.0,1.4,0.5,17.5,3.1,2.3,1.5,0.6,0.3,1.7,39.2,1.2,0.5,0.4,1.6,0.3,0.0,0.4,0.5,4.8,7.5,0.1,4.2,0.9,0.6,20.5,40.4,1.8,0.6,1.0,11.7,0.2,0.7,0.9,0.9,2.5,10.2,10.9,0.0,1.1,2.9,0.1,0.1,3.4,3.0,5.6,0.1,0.0,0.8,0.0,0.5,0.3,0.0,0.0,0.0,1.2,1.3,5.0,1.4,2.1,0.6,0.1,0.7,3.2,0.7,0.0,0.0,0.3
15511,ENSG00000186526,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,0.0,0.0,0.2,208.2,0.0,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,13.7,0.0,0.0,0.0
15512,ENSG00000186529,1.5,0.1,0.3,1.2,0.7,79.4,0.2,0.1,1.2,6.7,0.0,2.0,9.2,0.1,0.8,26.0,1.0,15.0,0.2,0.8,0.4,26.4,230.0,2.2,0.1,0.9,0.0,0.5,0.0,0.4,0.4,0.6,1.7,0.0,3.3,0.6,0.1,3.8,14.6,0.2,0.7,7.6,5.0,0.2,0.6,0.1,0.6,0.7,2.8,8.7,0.0,3.0,3.9,0.2,0.5,14.7,102.4,6.8,2.8,0.7,0.2,0.1,1.0,0.2,0.1,0.1,0.5,1.9,2.2,9.4,3.1,7.1,7.7,0.4,5.3,4.8,0.4,0.1,0.0,0.3
15613,ENSG00000187048,0.3,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.2,0.0,0.0,0.1,1.4,0.0,1.3,0.0,0.0,1.1,0.1,0.0,0.1,209.6,824.3,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.2,0.0,0.0,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15632,ENSG00000187134,179.9,13.9,8.9,13.2,14.1,5.7,112.4,5.3,8.9,12.5,8.5,22.5,24.5,6.4,6.4,101.0,11.1,63.4,131.0,8.7,15.1,44.1,603.1,28.0,4.6,14.9,15.0,22.6,0.7,9.5,1.7,16.7,11.7,11.1,71.5,12.0,116.1,34.2,22.7,8.4,19.6,4.0,138.7,12.5,4.5,45.3,26.1,7.6,68.8,30.3,0.2,63.6,262.3,23.3,47.1,532.2,872.6,47.9,219.7,12.2,1.1,11.7,38.0,33.7,106.9,272.8,26.2,44.6,10.7,38.7,66.2,767.2,277.2,2.0,97.5,34.2,3.0,5.5,1.2,19.3
15649,ENSG00000187210,3.9,0.8,0.7,4.9,1.6,5.0,4.5,3.3,1.6,10.2,0.9,8.4,48.5,5.7,0.7,1.7,1.4,2.8,1.1,1.1,0.7,0.8,1.8,4.1,6.5,0.8,0.7,2.0,81.3,0.9,2.8,6.1,9.0,0.1,3.7,1.3,0.3,1.0,31.4,4.6,0.5,7.1,38.0,1.5,2.9,20.9,0.6,4.6,2.1,0.8,1.4,3.5,6.3,4.6,9.0,7.1,4.5,8.3,6.4,9.4,1.8,1.0,13.2,2.4,5.4,13.0,4.5,7.2,12.3,7.5,11.5,4.2,6.1,6.2,7.4,4.0,9.2,1.1,6.1,10.0
15675,ENSG00000187486,2.6,0.6,5.3,0.4,9.1,0.2,2.9,22.6,13.0,0.5,0.7,1.1,1.0,0.9,1.8,1.5,0.7,0.5,13.4,5.9,4.9,4.5,1.5,2.4,0.8,5.0,0.3,11.0,5.0,7.2,0.1,2.2,0.4,1.5,2.1,2.3,129.9,1.4,1.3,0.2,2.8,1.6,12.7,0.6,0.3,5.0,41.5,0.5,0.8,0.4,0.0,2.4,1.0,1.4,0.8,1.2,0.8,3.5,1.1,3.7,5.1,5.9,0.2,2.1,1.3,0.3,2.9,5.6,1.2,3.0,0.4,1.8,4.4,2.6,1.6,1.3,3.4,0.1,0.0,8.9
15698,ENSG00000187581,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.2,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.2,0.1,0.2,0.1,0.0,0.0,0.2,0.1,0.1,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,74.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0
15727,ENSG00000187714,0.0,0.0,0.0,0.2,5.3,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,1.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.8,0.0,0.0,1.3,0.5,0.0,0.0,0.0,0.1,0.0,0.0,14.7,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,4.4,1.3,0.0,0.1,0.0,0.0,0.0,1.4,1.8
15732,ENSG00000187733,0.0,0.0,0.0,0.0,0.0,0.9,2.5,0.0,0.0,48.4,0.0,0.0,0.0,0.1,0.1,0.2,70.7,0.0,0.6,0.0,0.0,0.0,0.0,14.8,0.0,0.0,0.2,123.1,0.0,0.0,0.3,0.0,0.0,0.0,8146.9,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,6.6,5.1,10.5,0.0,22.8,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.1,0.0,0.9,0.0,0.2,0.1,0.2,0.0,0.0,0.1
15829,ENSG00000188167,0.6,0.5,0.2,1.4,0.2,5.4,0.6,0.3,1.0,0.6,0.5,0.9,1.2,0.5,0.6,0.6,0.9,0.6,0.4,0.1,0.1,0.9,0.5,1.0,1.1,0.1,0.4,0.6,1.8,0.3,1.2,0.5,1.2,2.7,0.7,0.6,0.2,1.1,1.1,0.8,0.1,1.5,1.3,0.3,0.4,1.0,0.3,1.3,0.7,0.3,1.5,1.9,1.8,1.4,1.5,1.7,2.9,2.3,1.1,2.6,2.5,1.7,1.4,1.4,1.7,3.5,2.0,1.4,1.2,1.9,1.4,1.9,1.4,2.1,1.8,1.8,2.1,1.8,1.2,1.6
15864,ENSG00000188338,1.4,0.1,16.8,0.1,22.9,0.9,1.3,7.2,19.4,0.5,17.2,0.2,1.1,0.3,0.4,1.0,0.6,0.4,5.4,17.9,13.3,5.0,321.4,0.2,0.5,19.8,5.2,36.1,7.6,4.5,1.1,0.5,0.1,167.5,1.7,0.1,34.6,0.7,0.6,0.2,23.0,0.1,1.9,1.8,0.0,1.3,34.3,0.3,0.1,0.4,0.0,0.3,0.2,1.6,3.7,0.7,0.2,5.5,0.3,0.4,0.3,1.4,0.2,0.8,0.8,0.6,2.3,2.2,0.4,1.3,0.8,7.0,2.6,0.1,1.3,0.2,1.2,0.3,2.0,0.5
15931,ENSG00000188676,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16053,ENSG00000189221,135.5,26.9,22.7,7.7,23.1,0.3,69.3,4.5,22.0,25.7,7.1,108.1,148.4,23.2,13.7,45.4,37.8,15.8,48.0,16.0,22.9,72.0,107.2,61.6,2.2,36.3,37.4,38.0,27.9,3.9,27.1,44.2,106.8,25.4,69.0,32.4,32.3,36.2,213.0,22.1,9.2,6.2,54.3,3.5,9.5,109.5,30.8,4.6,62.9,37.6,3.4,6.9,17.5,4.8,1.9,6.0,11.1,11.0,2.2,1.5,0.6,47.6,6.4,0.1,0.5,46.1,2.2,4.1,3.9,19.8,15.7,6.9,4.6,4.8,3.7,14.4,69.7,2.6,0.3,4.4
16062,ENSG00000189283,5.4,23.6,12.9,6.0,14.1,7.9,8.7,4.1,12.8,5.2,625.2,6.7,6.2,3.4,6.7,4.9,6.3,9.5,15.3,14.2,12.4,24.2,9.4,4.5,7.4,19.7,6.8,12.6,17.5,7.6,2.9,5.1,5.6,7.4,8.3,4.5,10.3,7.9,5.2,4.6,17.3,4.9,8.4,5.4,11.8,11.4,7.0,5.2,6.4,4.0,0.0,3.4,1.9,1.4,1.5,1.7,9.7,3.3,3.3,14.1,15.4,3.5,1.8,3.1,0.8,2.1,4.5,5.3,2.9,5.8,1.2,2.4,2.9,13.5,3.9,2.5,3.9,5.8,4.9,3.8
16112,ENSG00000196136,88.8,56.2,106.7,42.2,116.9,2.1,359.0,20.2,117.8,355.9,1417.6,76.8,11.4,43.4,11.2,41.3,112.8,141.1,301.4,133.2,162.0,209.6,8942.3,164.7,4.9,266.9,175.8,4764.3,0.9,263.9,14.1,562.6,12.8,127.5,1461.7,53.1,171.4,54.0,89.0,79.8,144.7,31.0,281.9,64.6,2.5,70.4,37.4,6.2,200.8,68.1,0.0,142.2,1.5,0.8,15.3,7.2,0.6,19.7,2.1,0.3,0.4,0.3,5.8,6.5,1.5,9.5,2.5,132.6,0.2,1.3,95.3,62.7,10.7,0.4,3.0,15.3,0.4,409.0,0.4,3.0
16113,ENSG00000196139,158.6,48.6,22.4,24.7,36.0,41.7,111.5,4.8,16.6,21.1,19.3,180.8,428.6,25.1,4.3,51.7,40.7,252.4,41.5,17.2,13.8,171.0,259.5,46.8,7.4,17.7,18.1,35.3,21.7,10.1,4.5,10.0,94.8,18.5,39.3,18.7,112.8,26.2,263.4,37.7,9.6,3.7,231.3,9.7,36.4,25.6,33.4,6.5,81.7,21.5,0.0,152.6,361.3,49.4,56.4,439.7,1748.7,136.8,378.8,21.8,3.6,9.0,31.0,4.6,49.6,83.7,52.0,75.1,75.5,151.2,61.2,728.3,280.1,3.5,150.4,131.4,25.8,8.7,0.9,40.3
16206,ENSG00000196433,0.3,0.7,0.3,0.3,0.3,0.7,0.4,0.5,0.3,0.7,7.4,0.4,0.0,0.6,1.7,0.2,0.4,0.2,0.3,0.4,0.3,0.3,0.3,0.3,0.2,0.5,0.3,0.4,0.1,1.4,0.1,0.5,0.0,0.4,0.3,0.2,0.2,0.4,0.4,0.2,0.3,0.6,0.4,0.4,0.1,0.5,0.1,0.1,0.4,0.4,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.1,0.2,0.2,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.1,2.2,0.0,0.0,0.0,0.0,0.0,0.1
16263,ENSG00000196620,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,21.0,1.6,0.0,0.0,0.0,0.1,75.1,0.0,0.0,0.0,0.0,282.4,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.8,0.0,0.1,0.0,0.0,0.0,12.7,0.0,0.0,0.1,16.6,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.7,0.0,1.3,0.2,0.0,0.0,0.0,9.8,0.0,0.0,0.0
16295,ENSG00000196743,16.7,19.8,22.4,28.9,24.5,20.2,27.0,9.2,25.5,29.9,16.5,19.0,15.2,14.5,29.9,54.6,14.9,22.5,25.1,22.5,15.9,11.0,23.9,37.7,59.6,30.1,21.6,14.3,27.2,6.4,55.7,20.4,25.3,11.3,16.5,17.3,6.8,78.9,15.8,19.2,46.7,34.9,15.3,11.1,70.0,12.5,9.9,75.5,38.6,48.0,52.6,18.2,37.5,10.8,24.0,30.2,36.6,21.8,25.7,60.4,51.8,9.9,40.3,42.3,25.4,45.0,26.2,46.8,54.2,22.9,68.5,22.9,23.5,84.6,24.3,26.8,25.0,45.2,47.7,18.3
16318,ENSG00000196839,16.1,6.1,5.3,15.6,6.9,14.9,10.5,0.7,3.9,7.1,1.0,5.5,468.5,3.7,1.2,8.7,5.4,8.2,17.2,5.8,2.4,3.2,4.3,6.0,29.1,3.6,2.1,5.1,1.4,1.2,3.9,4.2,3.2,0.1,4.6,2.3,4.9,5.8,16.0,4.9,2.3,17.1,44.7,2.4,238.9,5.7,5.7,24.0,8.2,5.2,23.8,13.4,26.0,11.1,9.5,12.2,11.2,14.0,19.7,168.9,78.4,6.3,11.6,26.2,23.0,34.7,13.3,12.2,19.7,12.1,31.4,26.5,14.4,58.9,18.1,16.0,6.5,18.5,22.7,12.6
16399,ENSG00000197142,23.0,4.1,8.3,28.9,8.6,16.4,21.0,2.7,6.2,50.0,5.5,110.6,359.1,29.6,218.8,7.8,43.8,20.9,9.1,8.4,8.1,8.8,165.4,34.9,28.0,10.4,13.0,5.4,2.1,2.5,8.4,12.0,115.4,1.5,5.5,19.7,3.7,3.3,418.8,15.1,9.8,25.5,43.4,9.5,16.1,7.0,8.5,27.8,74.1,7.4,0.0,97.2,25.0,1.6,5.9,18.1,1.8,63.3,7.8,27.5,20.9,0.2,2.2,0.1,6.3,2.4,4.8,10.5,7.7,99.3,9.8,23.7,16.6,29.9,15.8,64.6,6.0,2.6,0.1,8.8
16413,ENSG00000197208,1.9,2.9,2.2,2.9,2.1,20.4,2.1,2.0,1.8,1.5,1.7,1.9,3.4,1.4,1.3,0.4,10.9,1.8,1.8,2.4,3.1,6.8,0.8,2.8,0.3,2.3,2.1,0.6,2.5,2.5,0.9,3.9,2.2,2.1,1.7,1.4,7.0,1.2,8.9,0.9,3.2,5.0,1.4,0.5,0.4,0.7,2.6,0.2,1.3,0.8,8.7,5.2,3.6,1.3,8.1,2.2,1.5,2.0,5.7,4.2,0.9,1.0,7.6,1.1,4.7,3.1,1.8,3.2,4.8,1.5,4.1,4.1,3.2,1.4,2.4,3.7,1.6,1.9,0.4,3.0
16422,ENSG00000197249,47.4,9.4,10.5,218.7,9.4,155.5,97.2,3.3,7.1,101.9,39.2,146.0,270.6,41.0,5.1,9.8,21.7,340.7,12.1,11.0,13.2,600.7,33156.1,553.0,36.2,20.6,5.2,195.2,5.1,8.8,25.7,12.2,173.1,2.5,32.6,135.6,3.6,8.0,739.4,72.8,37.4,306.2,274.6,2.9,14.6,22.3,11.5,24.5,53.8,8.8,0.0,121.1,9.0,5.4,5.8,8.7,1.4,303.1,52.9,7.3,0.5,1.7,18.0,0.1,3.9,1.3,35.7,20.2,1.1,39.0,23.3,783.6,35.3,293.1,15.0,44.6,5.7,2.6,0.4,15.7
16423,ENSG00000197253,92.1,2.4,0.9,19.6,1.4,4.2,46.3,0.3,1.1,51.3,4.1,75.5,34.5,69.4,9.6,62.8,29.3,100.3,14.6,0.7,0.7,15.0,11.9,123.9,25.5,0.7,3.3,18.4,1.4,3.8,1.3,64.9,19.2,0.0,62.6,12.8,9.6,118.6,142.0,21.3,0.3,5.1,99.2,9.7,4.8,4.5,10.2,9.6,114.8,51.3,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.1,0.0,59.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
16450,ENSG00000197375,5.1,6.4,5.8,0.5,7.4,0.4,4.5,12.9,5.3,4.8,4.0,10.2,7.4,3.5,3.3,3.8,6.4,1.0,13.7,5.1,5.5,25.1,7.6,3.1,0.1,5.1,5.4,8.0,10.3,10.7,2.5,8.7,4.8,0.5,6.3,5.4,54.1,5.9,10.7,0.8,3.6,2.5,5.8,3.7,0.9,5.2,13.6,0.8,4.9,4.8,7.6,5.0,5.8,2.4,4.0,4.6,3.3,5.6,8.7,1.8,2.6,2.0,2.8,3.1,1.8,3.3,6.0,11.0,12.8,6.2,5.7,5.9,5.9,1.9,7.1,6.0,8.3,3.5,1.2,3.2
16457,ENSG00000197406,4.9,0.4,0.6,1.9,4.6,0.0,3.4,0.1,1.8,24.2,0.4,1.7,0.0,6.2,0.7,2.0,6.5,3.1,0.6,0.5,0.2,0.3,3.8,2.5,1.4,0.5,13.2,1.4,0.0,0.7,18.8,3.1,0.4,0.7,1.7,2.4,1.6,3.4,1.6,1.0,0.2,0.6,1.5,1.3,0.2,4.0,3.2,0.1,5.1,14.9,5.9,1.1,0.1,0.1,0.3,1.1,0.0,8.1,0.1,0.0,0.0,0.9,0.0,1.4,4.4,5.1,0.1,1.2,0.1,5.5,0.3,0.8,0.8,0.0,0.2,2.6,0.8,0.0,5.3,0.0
16470,ENSG00000197446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.0,0.8,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16486,ENSG00000197506,5.0,0.0,0.0,0.3,0.1,9.3,8.6,0.0,0.0,1.0,32.5,0.7,1.0,0.5,0.5,4.1,2.2,7.0,0.4,0.1,0.1,0.1,0.3,1.0,0.1,0.0,0.0,7.9,0.1,1.2,0.3,0.1,2.4,0.0,11.6,2.7,0.0,9.7,1.9,0.1,0.0,0.3,0.8,0.4,0.5,0.1,0.0,1.2,0.3,1.5,0.2,2.5,0.2,0.1,0.2,0.6,0.0,1.8,0.1,2.6,0.7,0.0,0.4,0.0,0.0,0.7,0.2,0.4,0.0,1.6,1.0,0.1,0.3,0.4,0.3,1.0,0.0,0.3,0.3,0.2
16502,ENSG00000197580,3.6,20.6,2.4,0.3,4.7,0.1,0.8,2.7,2.9,2.1,14.6,2.5,0.5,1.5,1.0,3.3,9.4,4.9,45.7,3.5,5.3,2.5,50.7,1.6,0.4,4.6,1.2,1.0,0.3,4.3,3.7,1.9,0.5,54.2,0.9,0.8,20.7,1.0,1.6,1.0,4.9,1.1,0.9,2.9,0.3,2.4,13.7,0.8,2.2,4.4,0.0,0.7,1.9,0.8,0.4,1.1,0.7,1.1,1.1,0.7,0.4,0.3,0.7,3.8,0.4,1.9,0.4,0.6,3.6,0.4,1.8,0.6,1.0,0.2,0.5,1.3,0.2,0.4,0.1,0.8
16507,ENSG00000197594,8.1,2.9,0.2,1.3,0.2,0.1,6.6,0.4,0.2,6.8,0.2,2.2,1.7,21.3,6.9,2.2,6.6,1.1,1.6,0.3,0.4,4.0,30.1,0.8,1.3,0.7,7.6,27.4,26.6,10.6,42.0,3.3,1.9,0.4,4.0,5.4,2.5,1.6,1.3,9.5,0.5,1.8,1.7,1.5,2.1,19.2,3.1,0.8,2.6,4.7,0.5,2.3,0.9,7.0,4.5,0.6,0.3,1.9,3.1,0.3,0.6,0.6,8.7,0.4,4.3,6.5,1.7,4.8,0.5,1.0,0.6,5.8,1.9,0.7,2.4,1.0,2.2,5.3,5.2,5.0
16567,ENSG00000197838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0
16581,ENSG00000197888,0.2,0.2,0.0,31.4,0.0,0.1,0.6,0.0,0.2,2.3,0.3,289.3,291.7,1.6,1.2,0.1,1.5,0.7,0.1,0.0,0.0,1.7,107.8,0.2,1.7,0.1,0.1,0.9,0.0,0.0,0.1,0.2,99.5,0.2,0.2,0.7,0.5,0.0,368.4,7.3,0.2,0.7,0.8,0.1,0.5,0.1,0.0,2.8,0.5,0.0,0.0,0.0,0.2,0.0,0.1,0.2,0.1,0.5,1.2,1.6,7.1,0.3,0.1,0.3,0.1,0.2,1.9,1.2,0.0,1.0,0.2,0.9,0.4,5.2,1.4,0.1,12.6,0.1,0.0,0.1
16583,ENSG00000197891,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16587,ENSG00000197901,0.0,0.0,1.9,0.0,3.4,0.0,0.0,0.8,2.0,0.0,4.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.9,189.5,0.0,0.0,0.0,5.9,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
