,rxns,subsystems
10606,MAR10721,Exchange/demand reactions
10607,MAR10722,Exchange/demand reactions
10608,MAR10723,Exchange/demand reactions
10609,MAR10724,Exchange/demand reactions
10610,MAR10725,Exchange/demand reactions
10611,MAR10726,Exchange/demand reactions
10612,MAR10727,Exchange/demand reactions
10613,MAR10728,Exchange/demand reactions
10614,MAR10729,Exchange/demand reactions
10615,MAR10730,Exchange/demand reactions
10616,MAR10731,Exchange/demand reactions
10617,MAR10732,Exchange/demand reactions
10618,MAR10733,Exchange/demand reactions
10619,MAR10734,Exchange/demand reactions
10620,MAR10735,Exchange/demand reactions
10621,MAR10736,Exchange/demand reactions
10622,MAR10737,Exchange/demand reactions
10623,MAR10738,Exchange/demand reactions
10624,MAR10739,Transport reactions
10625,MAR10740,Transport reactions
10626,MAR10741,Transport reactions
10627,MAR10742,Transport reactions
10628,MAR10743,Transport reactions
10629,MAR10744,Transport reactions
10630,MAR10745,Transport reactions
10631,MAR10746,Transport reactions
10632,MAR10747,Transport reactions
10633,MAR10748,Transport reactions
10634,MAR10749,Transport reactions
10635,MAR10750,Transport reactions
10636,MAR10751,Transport reactions
10637,MAR10752,Transport reactions
10638,MAR10753,Transport reactions
10639,MAR10754,Transport reactions
10640,MAR10755,Transport reactions
10641,MAR10756,Transport reactions
10642,MAR10757,Transport reactions
10643,MAR10758,Transport reactions
10644,MAR10759,Transport reactions
10645,MAR10760,Transport reactions
10646,MAR10761,Transport reactions
10647,MAR10762,Transport reactions
10648,MAR10763,Transport reactions
10649,MAR10764,Transport reactions
10650,MAR10765,Transport reactions
10651,MAR10766,Transport reactions
10652,MAR10767,Transport reactions
10653,MAR10768,Transport reactions
10654,MAR10769,Transport reactions
10655,MAR10770,Transport reactions
10656,MAR10771,Transport reactions
10657,MAR10772,Transport reactions
10658,MAR10773,Transport reactions
10659,MAR10774,Transport reactions
10660,MAR10775,Transport reactions
10661,MAR10776,Transport reactions
10662,MAR10777,Transport reactions
10663,MAR10778,Transport reactions
10664,MAR10779,Transport reactions
10665,MAR10780,Transport reactions
10666,MAR10781,Transport reactions
10667,MAR10782,Transport reactions
10668,MAR10783,Transport reactions
10669,MAR10784,Transport reactions
10670,MAR10785,Transport reactions
10671,MAR10786,Transport reactions
10672,MAR10787,Transport reactions
10673,MAR10788,Transport reactions
10674,MAR10789,Transport reactions
10675,MAR10790,Transport reactions
10676,MAR10791,Transport reactions
10677,MAR10792,Transport reactions
10678,MAR10793,Transport reactions
10679,MAR10794,Transport reactions
10680,MAR10795,Transport reactions
10681,MAR10796,Transport reactions
10682,MAR10797,Transport reactions
10683,MAR10798,Transport reactions
10684,MAR10799,Transport reactions
10685,MAR10800,Transport reactions
10686,MAR10801,Transport reactions
10687,MAR10802,Transport reactions
10688,MAR10803,Transport reactions
10689,MAR10804,Transport reactions
10690,MAR10805,Transport reactions
10691,MAR10806,Transport reactions
10692,MAR10807,Transport reactions
10693,MAR10808,Transport reactions
10694,MAR10809,Transport reactions
10695,MAR10810,Transport reactions
10696,MAR10811,Transport reactions
10697,MAR10812,Transport reactions
10698,MAR10813,Transport reactions
10699,MAR10814,Transport reactions
10700,MAR10815,Transport reactions
10701,MAR10816,Transport reactions
10702,MAR10817,Transport reactions
10703,MAR10818,Transport reactions
10704,MAR10819,Transport reactions
10705,MAR10820,Transport reactions
10706,MAR10821,Transport reactions
10707,MAR10822,Transport reactions
10708,MAR10823,Transport reactions
10709,MAR10824,Transport reactions
10710,MAR10825,Transport reactions
10711,MAR10826,Transport reactions
10712,MAR10827,Transport reactions
10713,MAR10828,Transport reactions
10714,MAR10829,Transport reactions
10715,MAR10830,Transport reactions
10716,MAR10831,Transport reactions
10717,MAR10832,Transport reactions
10718,MAR10833,Transport reactions
10719,MAR10834,Transport reactions
10720,MAR10835,Transport reactions
10721,MAR10836,Transport reactions
10722,MAR10837,Transport reactions
10723,MAR10838,Transport reactions
10724,MAR10839,Transport reactions
10725,MAR10840,Transport reactions
10726,MAR10841,Transport reactions
10727,MAR10842,Transport reactions
10728,MAR10843,Transport reactions
10729,MAR10844,Transport reactions
10730,MAR10845,Transport reactions
10731,MAR10846,Transport reactions
10732,MAR10847,Transport reactions
10733,MAR10848,Transport reactions
10734,MAR10849,Transport reactions
10735,MAR10850,Transport reactions
10736,MAR10851,Transport reactions
10737,MAR10852,Transport reactions
10738,MAR10853,Transport reactions
10739,MAR10854,Transport reactions
10740,MAR10855,Transport reactions
10741,MAR10856,Transport reactions
10742,MAR10857,Transport reactions
10743,MAR10858,Transport reactions
10744,MAR10859,Transport reactions
10745,MAR10860,Transport reactions
10746,MAR10861,Transport reactions
10747,MAR10862,Transport reactions
10748,MAR10863,Transport reactions
10749,MAR10864,Transport reactions
10750,MAR10865,Transport reactions
10751,MAR10866,Transport reactions
10752,MAR10867,Transport reactions
10753,MAR10868,Transport reactions
10754,MAR10869,Transport reactions
10755,MAR10870,Transport reactions
10756,MAR10871,Transport reactions
10757,MAR10872,Transport reactions
10758,MAR10873,Transport reactions
10759,MAR10874,Transport reactions
10760,MAR10875,Transport reactions
10761,MAR10876,Transport reactions
10762,MAR10877,Transport reactions
10763,MAR10878,Transport reactions
10764,MAR10879,Transport reactions
10765,MAR10880,Transport reactions
10766,MAR10881,Transport reactions
10767,MAR10882,Transport reactions
10768,MAR10883,Transport reactions
10769,MAR10884,Transport reactions
10770,MAR10885,Transport reactions
10771,MAR10886,Transport reactions
10772,MAR10887,Transport reactions
10773,MAR10888,Transport reactions
10774,MAR10889,Transport reactions
10775,MAR10890,Transport reactions
10776,MAR10891,Transport reactions
10777,MAR10892,Transport reactions
10778,MAR10893,Transport reactions
10779,MAR10894,Transport reactions
10780,MAR10895,Transport reactions
10781,MAR10896,Transport reactions
10782,MAR10897,Transport reactions
10783,MAR10898,Transport reactions
10784,MAR10899,Transport reactions
10785,MAR10900,Transport reactions
10786,MAR10901,Transport reactions
10787,MAR10902,Transport reactions
10788,MAR10903,Transport reactions
10789,MAR10904,Transport reactions
10790,MAR10905,Transport reactions
10791,MAR10906,Transport reactions
10792,MAR10907,Transport reactions
10793,MAR10908,Transport reactions
10794,MAR10909,Transport reactions
10795,MAR10910,Transport reactions
10796,MAR10911,Transport reactions
10797,MAR10912,Transport reactions
10798,MAR10913,Transport reactions
10799,MAR10914,Transport reactions
10800,MAR10915,Transport reactions
10801,MAR10916,Transport reactions
10802,MAR10917,Transport reactions
10803,MAR10918,Transport reactions
10804,MAR10919,Transport reactions
10805,MAR10920,Transport reactions
10806,MAR10921,Transport reactions
10807,MAR10922,Transport reactions
10808,MAR10923,Transport reactions
10809,MAR10924,Transport reactions
10810,MAR10925,Transport reactions
10811,MAR10926,Transport reactions
10812,MAR10927,Transport reactions
10813,MAR10928,Transport reactions
10814,MAR10929,Transport reactions
10815,MAR10930,Transport reactions
10816,MAR10931,Transport reactions
10817,MAR10932,Transport reactions
10818,MAR10933,Transport reactions
10819,MAR10934,Transport reactions
10820,MAR10935,Transport reactions
10821,MAR10936,Transport reactions
10822,MAR10937,Transport reactions
10823,MAR10938,Transport reactions
10824,MAR10939,Transport reactions
10825,MAR10940,Transport reactions
10826,MAR10941,Transport reactions
10827,MAR10942,Transport reactions
10828,MAR10943,Transport reactions
10829,MAR10944,Transport reactions
10830,MAR10945,Transport reactions
10831,MAR10946,Transport reactions
10832,MAR10947,Transport reactions
10833,MAR10948,Transport reactions
10834,MAR10949,Transport reactions
10835,MAR10950,Transport reactions
10836,MAR10951,Transport reactions
10837,MAR10952,Transport reactions
10838,MAR10953,Transport reactions
10839,MAR10954,Transport reactions
10840,MAR10955,Transport reactions
10841,MAR10956,Transport reactions
10842,MAR10957,Transport reactions
10843,MAR10958,Transport reactions
10844,MAR10959,Transport reactions
10845,MAR10960,Transport reactions
10846,MAR10961,Transport reactions
10847,MAR10962,Transport reactions
10848,MAR10963,Transport reactions
10849,MAR10964,Transport reactions
10850,MAR10965,Transport reactions
10851,MAR10966,Transport reactions
10852,MAR10967,Transport reactions
10853,MAR10968,Transport reactions
10854,MAR10969,Transport reactions
10855,MAR10970,Transport reactions
10856,MAR10971,Transport reactions
10857,MAR10972,Transport reactions
10858,MAR10973,Transport reactions
10859,MAR10974,Transport reactions
10860,MAR10975,Transport reactions
10861,MAR10976,Transport reactions
10862,MAR10977,Transport reactions
10863,MAR10978,Transport reactions
10864,MAR10979,Transport reactions
10865,MAR10980,Transport reactions
10866,MAR10981,Peptide metabolism
10867,MAR10982,Peptide metabolism
10868,MAR10983,Peptide metabolism
10869,MAR10984,Peptide metabolism
10870,MAR10985,Peptide metabolism
10871,MAR10986,Peptide metabolism
10872,MAR10987,Peptide metabolism
10873,MAR10988,Peptide metabolism
10874,MAR10989,Peptide metabolism
10875,MAR10990,Peptide metabolism
10876,MAR10991,Peptide metabolism
10877,MAR10992,Peptide metabolism
10878,MAR10993,Peptide metabolism
10879,MAR10994,Peptide metabolism
10880,MAR10995,Peptide metabolism
10881,MAR10996,Peptide metabolism
10882,MAR10997,Peptide metabolism
10883,MAR10998,Peptide metabolism
10884,MAR10999,Peptide metabolism
10885,MAR11000,Peptide metabolism
10886,MAR11001,Peptide metabolism
10887,MAR11002,Peptide metabolism
10888,MAR11003,Peptide metabolism
10889,MAR11004,Peptide metabolism
10890,MAR11005,Peptide metabolism
10891,MAR11006,Peptide metabolism
10892,MAR11007,Peptide metabolism
10893,MAR11008,Peptide metabolism
10894,MAR11009,Peptide metabolism
10895,MAR11010,Peptide metabolism
10896,MAR11011,Peptide metabolism
10897,MAR11012,Peptide metabolism
10898,MAR11013,Peptide metabolism
10899,MAR11014,Peptide metabolism
10900,MAR11015,Peptide metabolism
10901,MAR11016,Peptide metabolism
10902,MAR11017,Peptide metabolism
10903,MAR11018,Peptide metabolism
10904,MAR11019,Peptide metabolism
10905,MAR11020,Peptide metabolism
10906,MAR11021,Peptide metabolism
10907,MAR11022,Peptide metabolism
10908,MAR11023,Peptide metabolism
10909,MAR11024,Peptide metabolism
10910,MAR11025,Peptide metabolism
10911,MAR11026,Peptide metabolism
10912,MAR11027,Peptide metabolism
10913,MAR11028,Peptide metabolism
10914,MAR11029,Peptide metabolism
10915,MAR11030,Peptide metabolism
10916,MAR11031,Peptide metabolism
10917,MAR11032,Peptide metabolism
10918,MAR11033,Peptide metabolism
10919,MAR11034,Peptide metabolism
10920,MAR11035,Peptide metabolism
10921,MAR11036,Peptide metabolism
10922,MAR11037,Peptide metabolism
10923,MAR11038,Peptide metabolism
10924,MAR11039,Peptide metabolism
10925,MAR11040,Peptide metabolism
10926,MAR11041,Peptide metabolism
10927,MAR11042,Peptide metabolism
10928,MAR11043,Peptide metabolism
10929,MAR11044,Peptide metabolism
10930,MAR11045,Peptide metabolism
10931,MAR11046,Peptide metabolism
10932,MAR11047,Peptide metabolism
10933,MAR11048,Peptide metabolism
10934,MAR11049,Peptide metabolism
10935,MAR11050,Peptide metabolism
10936,MAR11051,Peptide metabolism
10937,MAR11052,Peptide metabolism
10938,MAR11053,Peptide metabolism
10939,MAR11054,Peptide metabolism
10940,MAR11055,Peptide metabolism
10941,MAR11056,Peptide metabolism
10942,MAR11057,Peptide metabolism
10943,MAR11058,Peptide metabolism
10944,MAR11059,Peptide metabolism
10945,MAR11060,Peptide metabolism
10946,MAR11061,Peptide metabolism
10947,MAR11062,Peptide metabolism
10948,MAR11063,Peptide metabolism
10949,MAR11064,Peptide metabolism
10950,MAR11065,Peptide metabolism
10951,MAR11066,Peptide metabolism
10952,MAR11067,Peptide metabolism
10953,MAR11068,Peptide metabolism
10954,MAR11069,Peptide metabolism
10955,MAR11070,Peptide metabolism
10956,MAR11071,Peptide metabolism
10957,MAR11072,Peptide metabolism
10958,MAR11073,Peptide metabolism
10959,MAR11074,Peptide metabolism
10960,MAR11075,Peptide metabolism
10961,MAR11076,Peptide metabolism
10962,MAR11077,Peptide metabolism
10963,MAR11078,Peptide metabolism
10964,MAR11079,Peptide metabolism
10965,MAR11080,Peptide metabolism
10966,MAR11081,Peptide metabolism
10967,MAR11082,Peptide metabolism
10968,MAR11083,Peptide metabolism
10969,MAR11084,Peptide metabolism
10970,MAR11085,Peptide metabolism
10971,MAR11086,Peptide metabolism
10972,MAR11087,Peptide metabolism
10973,MAR11088,Peptide metabolism
10974,MAR11089,Peptide metabolism
10975,MAR11090,Peptide metabolism
10976,MAR11091,Peptide metabolism
10977,MAR11092,Peptide metabolism
10978,MAR11093,Peptide metabolism
10979,MAR11094,Peptide metabolism
10980,MAR11095,Peptide metabolism
10981,MAR11096,Peptide metabolism
10982,MAR11097,Peptide metabolism
10983,MAR11098,Peptide metabolism
10984,MAR11099,Peptide metabolism
10985,MAR11100,Peptide metabolism
10986,MAR11101,Peptide metabolism
10987,MAR11102,Peptide metabolism
10988,MAR11103,Peptide metabolism
10989,MAR11104,Peptide metabolism
10990,MAR11105,Peptide metabolism
10991,MAR11106,Peptide metabolism
10992,MAR11107,Peptide metabolism
10993,MAR11108,Peptide metabolism
10994,MAR11109,Peptide metabolism
10995,MAR11110,Peptide metabolism
10996,MAR11111,Peptide metabolism
10997,MAR11112,Peptide metabolism
10998,MAR11113,Peptide metabolism
10999,MAR11114,Peptide metabolism
11000,MAR11115,Peptide metabolism
11001,MAR11116,Peptide metabolism
11002,MAR11117,Peptide metabolism
11003,MAR11118,Peptide metabolism
11004,MAR11119,Peptide metabolism
11005,MAR11120,Peptide metabolism
11006,MAR11121,Peptide metabolism
11007,MAR11122,Peptide metabolism
11008,MAR11123,Peptide metabolism
11009,MAR11124,Peptide metabolism
11010,MAR11125,Peptide metabolism
11011,MAR11126,Peptide metabolism
11012,MAR11127,Peptide metabolism
11013,MAR11128,Peptide metabolism
11014,MAR11129,Peptide metabolism
11015,MAR11130,Peptide metabolism
11016,MAR11131,Peptide metabolism
11017,MAR11132,Peptide metabolism
11018,MAR11133,Peptide metabolism
11019,MAR11134,Peptide metabolism
11020,MAR11135,Peptide metabolism
11021,MAR11136,Peptide metabolism
11022,MAR11137,Peptide metabolism
11023,MAR11138,Peptide metabolism
11024,MAR11139,Peptide metabolism
11025,MAR11140,Peptide metabolism
11026,MAR11141,Peptide metabolism
11027,MAR11142,Peptide metabolism
11028,MAR11143,Peptide metabolism
11029,MAR11144,Peptide metabolism
11030,MAR11145,Peptide metabolism
11031,MAR11146,Peptide metabolism
11032,MAR11147,Peptide metabolism
11033,MAR11148,Peptide metabolism
11034,MAR11149,Peptide metabolism
11035,MAR11150,Peptide metabolism
11036,MAR11151,Peptide metabolism
11037,MAR11152,Peptide metabolism
11038,MAR11153,Peptide metabolism
11039,MAR11154,Peptide metabolism
11040,MAR11155,Peptide metabolism
11041,MAR11156,Peptide metabolism
11042,MAR11157,Peptide metabolism
11043,MAR11158,Peptide metabolism
11044,MAR11159,Peptide metabolism
11045,MAR11160,Peptide metabolism
11046,MAR11161,Peptide metabolism
11047,MAR11162,Peptide metabolism
11048,MAR11163,Peptide metabolism
11049,MAR11164,Peptide metabolism
11050,MAR11165,Peptide metabolism
11051,MAR11166,Peptide metabolism
11052,MAR11167,Peptide metabolism
11053,MAR11168,Peptide metabolism
11054,MAR11169,Peptide metabolism
11055,MAR11170,Peptide metabolism
11056,MAR11171,Peptide metabolism
11057,MAR11172,Peptide metabolism
11058,MAR11173,Peptide metabolism
11059,MAR11174,Peptide metabolism
11060,MAR11175,Peptide metabolism
11061,MAR11176,Peptide metabolism
11062,MAR11177,Peptide metabolism
11063,MAR11178,Peptide metabolism
11064,MAR11179,Peptide metabolism
11065,MAR11180,Peptide metabolism
11066,MAR11181,Peptide metabolism
11067,MAR11182,Peptide metabolism
11068,MAR11183,Peptide metabolism
11069,MAR11184,Peptide metabolism
11070,MAR11185,Peptide metabolism
11071,MAR11186,Peptide metabolism
11072,MAR11187,Peptide metabolism
11073,MAR11188,Peptide metabolism
11074,MAR11189,Peptide metabolism
11075,MAR11190,Peptide metabolism
11076,MAR11191,Peptide metabolism
11077,MAR11192,Peptide metabolism
11078,MAR11193,Peptide metabolism
11079,MAR11194,Peptide metabolism
11080,MAR11195,Peptide metabolism
11081,MAR11196,Peptide metabolism
11082,MAR11197,Peptide metabolism
11083,MAR11198,Peptide metabolism
11084,MAR11199,Peptide metabolism
11085,MAR11200,Peptide metabolism
11086,MAR11201,Peptide metabolism
11087,MAR11202,Peptide metabolism
11088,MAR11203,Peptide metabolism
11089,MAR11204,Peptide metabolism
11090,MAR11205,Peptide metabolism
11091,MAR11206,Peptide metabolism
11092,MAR11207,Peptide metabolism
11093,MAR11208,Peptide metabolism
11094,MAR11209,Peptide metabolism
11095,MAR11210,Peptide metabolism
11096,MAR11211,Peptide metabolism
11097,MAR11212,Peptide metabolism
11098,MAR11213,Peptide metabolism
11099,MAR11214,Peptide metabolism
11100,MAR11215,Peptide metabolism
11101,MAR11216,Peptide metabolism
11102,MAR11217,Peptide metabolism
11103,MAR11218,Peptide metabolism
11104,MAR11219,Peptide metabolism
11105,MAR11220,Peptide metabolism
11106,MAR11221,Peptide metabolism
11107,MAR11222,Peptide metabolism
11108,MAR11223,Transport reactions
11109,MAR11224,Tyrosine metabolism
11110,MAR11225,Tyrosine metabolism
11111,MAR11226,Transport reactions
11112,MAR11227,Transport reactions
11113,MAR11228,Transport reactions
11114,MAR11229,Transport reactions
11115,MAR11230,Transport reactions
11116,MAR11231,Transport reactions
11117,MAR11232,Transport reactions
11118,MAR11233,Transport reactions
11119,MAR11234,Transport reactions
11120,MAR11235,Transport reactions
11121,MAR11236,Transport reactions
11122,MAR11237,Transport reactions
11123,MAR11238,Transport reactions
11124,MAR11239,Transport reactions
11125,MAR11240,Transport reactions
11126,MAR11241,Transport reactions
11127,MAR11242,Transport reactions
11128,MAR11243,Transport reactions
11129,MAR11244,Transport reactions
11130,MAR11245,Transport reactions
11131,MAR11246,Transport reactions
11132,MAR11247,Transport reactions
11133,MAR11248,Transport reactions
11134,MAR11249,Transport reactions
11135,MAR11250,Transport reactions
11136,MAR11251,Transport reactions
11137,MAR11252,Transport reactions
11138,MAR11253,Transport reactions
11139,MAR11254,Transport reactions
11140,MAR11255,Transport reactions
11141,MAR11256,Transport reactions
11142,MAR11257,Transport reactions
11143,MAR11258,Transport reactions
11144,MAR11259,Transport reactions
11145,MAR11260,Transport reactions
11146,MAR11261,Transport reactions
11147,MAR11262,Transport reactions
11148,MAR11263,Transport reactions
11149,MAR11264,Transport reactions
11150,MAR11265,Transport reactions
11151,MAR11266,Transport reactions
11152,MAR11267,Transport reactions
11153,MAR11268,Transport reactions
11154,MAR11269,Transport reactions
11155,MAR11270,Transport reactions
11156,MAR11271,Transport reactions
11157,MAR11272,Transport reactions
11158,MAR11273,Transport reactions
11159,MAR11274,Transport reactions
11160,MAR11275,Transport reactions
11161,MAR11276,Transport reactions
11162,MAR11277,Transport reactions
11163,MAR11278,Transport reactions
11164,MAR11279,Transport reactions
11165,MAR11280,Transport reactions
11166,MAR11281,Exchange/demand reactions
11167,MAR11282,Transport reactions
11168,MAR11283,Transport reactions
11169,MAR11284,Transport reactions
11170,MAR11285,Transport reactions
11171,MAR11286,Transport reactions
11172,MAR11287,Transport reactions
11173,MAR11288,Transport reactions
11174,MAR11289,Transport reactions
11175,MAR11290,Transport reactions
11176,MAR11291,Transport reactions
11177,MAR11292,Transport reactions
11178,MAR11293,Exchange/demand reactions
11179,MAR11294,Fatty acid oxidation
11180,MAR11295,Phenylalanine metabolism
11181,MAR11296,Transport reactions
11182,MAR11297,Transport reactions
11183,MAR11298,Transport reactions
11184,MAR11299,Cysteine and methionine metabolism
11185,MAR11300,Transport reactions
11186,MAR11301,Exchange/demand reactions
11187,MAR11302,Transport reactions
11188,MAR11303,Transport reactions
11189,MAR11304,Transport reactions
11190,MAR11305,Fatty acid biosynthesis
11191,MAR11306,Transport reactions
11192,MAR11307,Transport reactions
11193,MAR11308,Transport reactions
11194,MAR11309,Miscellaneous
11195,MAR11310,Fatty acid oxidation
11196,MAR11311,Transport reactions
11197,MAR11312,Transport reactions
11198,MAR11313,Transport reactions
11199,MAR11314,Transport reactions
11200,MAR11315,Transport reactions
11201,MAR11316,Heme synthesis
11202,MAR11317,Transport reactions
11203,MAR11318,Transport reactions
11204,MAR11319,Transport reactions
11205,MAR11320,Transport reactions
11206,MAR11321,Heme degradation
11207,MAR11322,Transport reactions
11208,MAR11323,Transport reactions
11209,MAR11324,Transport reactions
11210,MAR11325,Transport reactions
11211,MAR11326,Transport reactions
11212,MAR11327,Transport reactions
11213,MAR11328,Transport reactions
11214,MAR11329,Transport reactions
11215,MAR11330,Transport reactions
11216,MAR11331,Transport reactions
11217,MAR11332,Transport reactions
11218,MAR11333,Transport reactions
11219,MAR11334,Transport reactions
11220,MAR11335,Transport reactions
11221,MAR11336,Exchange/demand reactions
11222,MAR11337,Exchange/demand reactions
11223,MAR11338,Exchange/demand reactions
11224,MAR11339,Exchange/demand reactions
11225,MAR11340,Exchange/demand reactions
11226,MAR11341,Exchange/demand reactions
11227,MAR11342,Exchange/demand reactions
11228,MAR11343,Exchange/demand reactions
11229,MAR11344,Exchange/demand reactions
11230,MAR11345,Exchange/demand reactions
11231,MAR11346,Transport reactions
11232,MAR11347,Exchange/demand reactions
11233,MAR11348,Exchange/demand reactions
11234,MAR11349,Exchange/demand reactions
11235,MAR11350,Exchange/demand reactions
11236,MAR11351,Exchange/demand reactions
11237,MAR11352,Exchange/demand reactions
11238,MAR11353,Exchange/demand reactions
11239,MAR11354,Transport reactions
11240,MAR11355,Transport reactions
11241,MAR11356,Transport reactions
11242,MAR11357,Transport reactions
11243,MAR11358,Transport reactions
11244,MAR11359,Transport reactions
11245,MAR11360,Transport reactions
11246,MAR11361,Transport reactions
11247,MAR11362,Transport reactions
11248,MAR11363,Transport reactions
11249,MAR11364,Transport reactions
11250,MAR11365,Transport reactions
11251,MAR11366,Transport reactions
11252,MAR11367,Transport reactions
11253,MAR11368,Steroid metabolism
11254,MAR11369,Steroid metabolism
11255,MAR11370,Transport reactions
11256,MAR11371,Transport reactions
11257,MAR11372,Transport reactions
11258,MAR11373,Exchange/demand reactions
11259,MAR11374,Transport reactions
11260,MAR11375,Transport reactions
11261,MAR11376,Exchange/demand reactions
11262,MAR11377,Transport reactions
11263,MAR11378,Transport reactions
11264,MAR11379,Exchange/demand reactions
11265,MAR11380,Transport reactions
11266,MAR11381,Transport reactions
11267,MAR11382,Exchange/demand reactions
11268,MAR11383,Transport reactions
11269,MAR11384,Transport reactions
11270,MAR11385,Exchange/demand reactions
11271,MAR11386,Transport reactions
11272,MAR11387,Exchange/demand reactions
11273,MAR11388,Transport reactions
11274,MAR11389,Transport reactions
11275,MAR11390,Exchange/demand reactions
11276,MAR11391,Exchange/demand reactions
11277,MAR11392,Exchange/demand reactions
11278,MAR11393,Exchange/demand reactions
11279,MAR11394,Propanoate metabolism
11280,MAR11395,Transport reactions
11281,MAR11396,Transport reactions
11282,MAR11397,Transport reactions
11283,MAR11398,Pyrimidine metabolism
11284,MAR11399,Arginine and proline metabolism
11285,MAR11400,Exchange/demand reactions
11286,MAR11401,Exchange/demand reactions
11287,MAR11402,Exchange/demand reactions
11288,MAR11403,Exchange/demand reactions
11289,MAR11404,Exchange/demand reactions
11290,MAR11405,Exchange/demand reactions
11291,MAR11406,Heme synthesis
11292,MAR11407,Vitamin B2 metabolism
11293,MAR11408,Cholesterol metabolism
11294,MAR11409,N-glycan metabolism
11295,MAR11410,Transport reactions
11296,MAR11411,Transport reactions
11297,MAR11412,Transport reactions
11298,MAR11413,Pentose phosphate pathway
11299,MAR11414,Transport reactions
11300,MAR11415,Transport reactions
11301,MAR11416,CoA synthesis
11302,MAR11417,Transport reactions
11303,MAR11418,Transport reactions
11304,MAR11419,Exchange/demand reactions
11305,MAR11420,Exchange/demand reactions
11306,MAR11421,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
11307,MAR11422,Exchange/demand reactions
11308,MAR11423,Exchange/demand reactions
11309,MAR11424,Exchange/demand reactions
11310,MAR11425,Exchange/demand reactions
11311,MAR11426,Exchange/demand reactions
11312,MAR11427,Exchange/demand reactions
11313,MAR11428,Exchange/demand reactions
11314,MAR11429,Propanoate metabolism
11315,MAR11430,Miscellaneous
11316,MAR11431,Exchange/demand reactions
11317,MAR11432,Exchange/demand reactions
11318,MAR11433,Transport reactions
11319,MAR11434,Exchange/demand reactions
11320,MAR11435,Transport reactions
11321,MAR11436,Exchange/demand reactions
11322,MAR11437,Exchange/demand reactions
11323,MAR11438,Exchange/demand reactions
11324,MAR11439,Exchange/demand reactions
11325,MAR11440,Exchange/demand reactions
11326,MAR11441,Exchange/demand reactions
11327,MAR11442,Transport reactions
11328,MAR11443,Transport reactions
11329,MAR11444,Transport reactions
11330,MAR11445,Transport reactions
11331,MAR11446,Exchange/demand reactions
11332,MAR11447,Transport reactions
11333,MAR11448,Exchange/demand reactions
11334,MAR11449,Transport reactions
11335,MAR11450,Transport reactions
11336,MAR11451,Exchange/demand reactions
11337,MAR11452,Transport reactions
11338,MAR11453,Transport reactions
11339,MAR11454,Exchange/demand reactions
11340,MAR11455,Transport reactions
11341,MAR11456,Transport reactions
11342,MAR11457,Exchange/demand reactions
11343,MAR11458,Tyrosine metabolism
11344,MAR11459,Transport reactions
11345,MAR11460,Transport reactions
11346,MAR11461,Exchange/demand reactions
11347,MAR11462,Tyrosine metabolism
11348,MAR11463,Tyrosine metabolism
11349,MAR11464,Tyrosine metabolism
11350,MAR11465,Transport reactions
11351,MAR11466,Exchange/demand reactions
11352,MAR11467,Tyrosine metabolism
11353,MAR11468,Tyrosine metabolism
11354,MAR11469,Transport reactions
11355,MAR11470,Tyrosine metabolism
11356,MAR11471,Transport reactions
11357,MAR11472,Transport reactions
11358,MAR11473,Transport reactions
11359,MAR11474,Exchange/demand reactions
11360,MAR11475,Exchange/demand reactions
11361,MAR11476,"Valine, leucine, and isoleucine metabolism"
11362,MAR11477,Transport reactions
11363,MAR11478,Exchange/demand reactions
11364,MAR11479,"Valine, leucine, and isoleucine metabolism"
11365,MAR11480,Transport reactions
11366,MAR11481,Exchange/demand reactions
11367,MAR11482,"Valine, leucine, and isoleucine metabolism"
11368,MAR11483,Transport reactions
11369,MAR11484,Transport reactions
11370,MAR11485,Exchange/demand reactions
11371,MAR11486,Propanoate metabolism
11372,MAR11487,Propanoate metabolism
11373,MAR11488,Transport reactions
11374,MAR11489,Propanoate metabolism
11375,MAR11490,Transport reactions
11376,MAR11491,Exchange/demand reactions
11377,MAR11492,"Valine, leucine, and isoleucine metabolism"
11378,MAR11493,Transport reactions
11379,MAR11494,Exchange/demand reactions
11380,MAR11495,"Valine, leucine, and isoleucine metabolism"
11381,MAR11496,Transport reactions
11382,MAR11497,Transport reactions
11383,MAR11498,Exchange/demand reactions
11384,MAR11499,"Valine, leucine, and isoleucine metabolism"
11385,MAR11500,Transport reactions
11386,MAR11501,Exchange/demand reactions
11387,MAR11502,"Glycine, serine and threonine metabolism"
11388,MAR11503,Transport reactions
11389,MAR11504,Transport reactions
11390,MAR11505,Exchange/demand reactions
11391,MAR11506,Cholesterol metabolism
11392,MAR11507,Transport reactions
11393,MAR11508,Exchange/demand reactions
11394,MAR11509,"Glycine, serine and threonine metabolism"
11395,MAR11510,Transport reactions
11396,MAR11511,Transport reactions
11397,MAR11512,Exchange/demand reactions
11398,MAR11513,Lysine metabolism
11399,MAR11514,Lysine metabolism
11400,MAR11515,Lysine metabolism
11401,MAR11516,Transport reactions
11402,MAR11517,Transport reactions
11403,MAR11518,Transport reactions
11404,MAR11519,Exchange/demand reactions
11405,MAR11520,Lysine metabolism
11406,MAR11521,Lysine metabolism
11407,MAR11522,Transport reactions
11408,MAR11523,Transport reactions
11409,MAR11524,Exchange/demand reactions
