,rxns,subsystems
11410,MAR11525,"Valine, leucine, and isoleucine metabolism"
11411,MAR11526,Transport reactions
11412,MAR11527,Transport reactions
11413,MAR11528,Exchange/demand reactions
11414,MAR11529,Fatty acid oxidation
11415,MAR11530,Fatty acid oxidation
11416,MAR11531,Transport reactions
11417,MAR11532,Transport reactions
11418,MAR11533,Exchange/demand reactions
11419,MAR11534,Fatty acid oxidation
11420,MAR11535,Fatty acid oxidation
11421,MAR11536,Transport reactions
11422,MAR11537,Transport reactions
11423,MAR11538,Exchange/demand reactions
11424,MAR11539,Fatty acid oxidation
11425,MAR11540,Fatty acid oxidation
11426,MAR11541,Transport reactions
11427,MAR11542,Transport reactions
11428,MAR11543,Exchange/demand reactions
11429,MAR11544,Fatty acid oxidation
11430,MAR11545,Fatty acid oxidation
11431,MAR11546,Transport reactions
11432,MAR11547,Exchange/demand reactions
11433,MAR11548,Fatty acid oxidation
11434,MAR11549,Transport reactions
11435,MAR11550,Exchange/demand reactions
11436,MAR11551,Fatty acid oxidation
11437,MAR11552,Fatty acid oxidation
11438,MAR11553,Transport reactions
11439,MAR11554,Exchange/demand reactions
11440,MAR11555,"Glycine, serine and threonine metabolism"
11441,MAR11556,Transport reactions
11442,MAR11557,Exchange/demand reactions
11443,MAR11558,Fatty acid oxidation
11444,MAR11559,Fatty acid oxidation
11445,MAR11560,Transport reactions
11446,MAR11561,Exchange/demand reactions
11447,MAR11562,"Glycine, serine and threonine metabolism"
11448,MAR11563,Transport reactions
11449,MAR11564,Exchange/demand reactions
11450,MAR11565,"Alanine, aspartate and glutamate metabolism"
11451,MAR11566,Transport reactions
11452,MAR11567,Transport reactions
11453,MAR11568,Exchange/demand reactions
11454,MAR11569,Transport reactions
11455,MAR11570,Transport reactions
11456,MAR11571,Transport reactions
11457,MAR11572,Transport reactions
11458,MAR11573,Transport reactions
11459,MAR11574,Transport reactions
11460,MAR11575,Transport reactions
11461,MAR11576,Transport reactions
11462,MAR11577,Transport reactions
11463,MAR11578,Transport reactions
11464,MAR11579,Transport reactions
11465,MAR11580,Transport reactions
11466,MAR11581,Transport reactions
11467,MAR11582,Transport reactions
11468,MAR11583,Transport reactions
11469,MAR11584,Transport reactions
11470,MAR11585,Transport reactions
11471,MAR11586,Transport reactions
11472,MAR11587,Transport reactions
11473,MAR11588,Transport reactions
11474,MAR11589,Transport reactions
11475,MAR11590,Transport reactions
11476,MAR11591,Transport reactions
11477,MAR11592,Transport reactions
11478,MAR11593,Transport reactions
11479,MAR11594,Transport reactions
11480,MAR11595,Transport reactions
11481,MAR11596,Transport reactions
11482,MAR11597,Transport reactions
11483,MAR11598,Transport reactions
11484,MAR11599,Transport reactions
11485,MAR11600,Transport reactions
11486,MAR11601,Transport reactions
11487,MAR11602,Transport reactions
11488,MAR11603,Transport reactions
11489,MAR11604,Transport reactions
11490,MAR11605,Transport reactions
11491,MAR11606,Transport reactions
11492,MAR11607,Transport reactions
11493,MAR11608,Transport reactions
11494,MAR11609,Transport reactions
11495,MAR11610,Transport reactions
11496,MAR11611,Transport reactions
11497,MAR11612,Transport reactions
11498,MAR11613,Transport reactions
11499,MAR11614,Transport reactions
11500,MAR11615,Transport reactions
11501,MAR11616,Transport reactions
11502,MAR11617,Transport reactions
11503,MAR11618,Transport reactions
11504,MAR11619,Transport reactions
11505,MAR11620,Transport reactions
11506,MAR11621,Transport reactions
11507,MAR11622,Transport reactions
11508,MAR11623,Transport reactions
11509,MAR11624,Transport reactions
11510,MAR11625,Transport reactions
11511,MAR11626,Transport reactions
11512,MAR11627,Transport reactions
11513,MAR11628,Transport reactions
11514,MAR11629,Transport reactions
11515,MAR11630,Transport reactions
11516,MAR11631,Transport reactions
11517,MAR11632,Transport reactions
11518,MAR11633,Transport reactions
11519,MAR11634,Transport reactions
11520,MAR11635,Transport reactions
11521,MAR11636,Transport reactions
11522,MAR11637,Transport reactions
11523,MAR11638,Transport reactions
11524,MAR11639,Transport reactions
11525,MAR11640,Transport reactions
11526,MAR11641,Transport reactions
11527,MAR11642,Transport reactions
11528,MAR11643,Transport reactions
11529,MAR11644,Transport reactions
11530,MAR11645,Transport reactions
11531,MAR11646,Transport reactions
11532,MAR11647,Transport reactions
11533,MAR11648,Transport reactions
11534,MAR11649,Transport reactions
11535,MAR11650,Transport reactions
11536,MAR11651,Transport reactions
11537,MAR11652,Transport reactions
11538,MAR11653,Transport reactions
11539,MAR11654,Transport reactions
11540,MAR11655,Transport reactions
11541,MAR11656,Transport reactions
11542,MAR11657,Transport reactions
11543,MAR11658,Transport reactions
11544,MAR11659,Transport reactions
11545,MAR11660,Transport reactions
11546,MAR11661,Transport reactions
11547,MAR11662,Transport reactions
11548,MAR11663,Transport reactions
11549,MAR11664,Transport reactions
11550,MAR11665,Transport reactions
11551,MAR11666,Transport reactions
11552,MAR11667,Transport reactions
11553,MAR11668,Transport reactions
11554,MAR11669,Transport reactions
11555,MAR11670,Transport reactions
11556,MAR11671,Transport reactions
11557,MAR11672,Transport reactions
11558,MAR11673,Transport reactions
11559,MAR11674,Transport reactions
11560,MAR11675,Transport reactions
11561,MAR11676,Transport reactions
11562,MAR11677,Transport reactions
11563,MAR11678,Transport reactions
11564,MAR11679,Transport reactions
11565,MAR11680,Transport reactions
11566,MAR11681,Transport reactions
11567,MAR11682,Transport reactions
11568,MAR11683,Transport reactions
11569,MAR11684,Transport reactions
11570,MAR11685,Transport reactions
11571,MAR11686,Transport reactions
11572,MAR11687,Transport reactions
11573,MAR11688,Transport reactions
11574,MAR11689,Transport reactions
11575,MAR11690,Transport reactions
11576,MAR11691,Transport reactions
11577,MAR11692,Transport reactions
11578,MAR11693,Transport reactions
11579,MAR11694,Transport reactions
11580,MAR11695,Transport reactions
11581,MAR11696,Transport reactions
11582,MAR11697,Transport reactions
11583,MAR11698,Transport reactions
11584,MAR11699,Transport reactions
11585,MAR11700,Transport reactions
11586,MAR11701,Transport reactions
11587,MAR11702,Transport reactions
11588,MAR11703,Transport reactions
11589,MAR11704,Transport reactions
11590,MAR11705,Transport reactions
11591,MAR11706,Transport reactions
11592,MAR11707,Transport reactions
11593,MAR11708,Transport reactions
11594,MAR11709,Transport reactions
11595,MAR11710,Transport reactions
11596,MAR11711,Transport reactions
11597,MAR11712,Transport reactions
11598,MAR11713,Transport reactions
11599,MAR11714,Transport reactions
11600,MAR11715,Transport reactions
11601,MAR11716,Transport reactions
11602,MAR11717,Transport reactions
11603,MAR11718,Transport reactions
11604,MAR11719,Transport reactions
11605,MAR11720,Transport reactions
11606,MAR11721,Transport reactions
11607,MAR11722,Transport reactions
11608,MAR11723,Transport reactions
11609,MAR11724,Transport reactions
11610,MAR11725,Transport reactions
11611,MAR11726,Transport reactions
11612,MAR11727,Transport reactions
11613,MAR11728,Transport reactions
11614,MAR11729,Transport reactions
11615,MAR11730,Exchange/demand reactions
11616,MAR11731,Transport reactions
11617,MAR11732,Exchange/demand reactions
11618,MAR11733,Transport reactions
11619,MAR11734,Transport reactions
11620,MAR11735,Transport reactions
11621,MAR11736,Fatty acid oxidation
11622,MAR11737,Transport reactions
11623,MAR11738,Transport reactions
11624,MAR11739,Exchange/demand reactions
11625,MAR11740,Fatty acid oxidation
11626,MAR11741,Transport reactions
11627,MAR11742,Transport reactions
11628,MAR11743,Exchange/demand reactions
11629,MAR11744,Fatty acid oxidation
11630,MAR11745,Fatty acid oxidation
11631,MAR11746,Transport reactions
11632,MAR11747,Transport reactions
11633,MAR11748,Exchange/demand reactions
11634,MAR11749,Fatty acid oxidation
11635,MAR11750,Transport reactions
11636,MAR11751,Exchange/demand reactions
11637,MAR11752,Fatty acid oxidation
11638,MAR11753,Transport reactions
11639,MAR11754,Transport reactions
11640,MAR11755,Exchange/demand reactions
11641,MAR11756,Transport reactions
11642,MAR11757,Transport reactions
11643,MAR11758,Transport reactions
11644,MAR11759,Transport reactions
11645,MAR11760,Transport reactions
11646,MAR11761,Transport reactions
11647,MAR11762,Transport reactions
11648,MAR11763,Transport reactions
11649,MAR11764,Transport reactions
11650,MAR11765,Transport reactions
11651,MAR11766,Transport reactions
11652,MAR11767,Transport reactions
11653,MAR11768,Transport reactions
11654,MAR11769,Transport reactions
11655,MAR11770,Transport reactions
11656,MAR11771,Transport reactions
11657,MAR11772,Transport reactions
11658,MAR11773,Transport reactions
11659,MAR11774,Transport reactions
11660,MAR11775,Transport reactions
11661,MAR11776,Transport reactions
11662,MAR11777,Transport reactions
11663,MAR11778,Transport reactions
11664,MAR11779,Transport reactions
11665,MAR11780,Transport reactions
11666,MAR11781,Transport reactions
11667,MAR11782,Transport reactions
11668,MAR11783,Transport reactions
11669,MAR11784,Transport reactions
11670,MAR11785,Transport reactions
11671,MAR11786,Transport reactions
11672,MAR11787,Transport reactions
11673,MAR11788,Transport reactions
11674,MAR11789,Transport reactions
11675,MAR11790,Transport reactions
11676,MAR11791,Transport reactions
11677,MAR11792,Transport reactions
11678,MAR11793,Transport reactions
11679,MAR11794,Transport reactions
11680,MAR11795,Transport reactions
11681,MAR11796,Transport reactions
11682,MAR11797,Transport reactions
11683,MAR11798,Transport reactions
11684,MAR11799,Transport reactions
11685,MAR11800,Transport reactions
11686,MAR11801,Transport reactions
11687,MAR11802,Transport reactions
11688,MAR11803,Transport reactions
11689,MAR11804,Transport reactions
11690,MAR11805,Transport reactions
11691,MAR11806,Transport reactions
11692,MAR11807,Transport reactions
11693,MAR11808,Transport reactions
11694,MAR11809,Transport reactions
11695,MAR11810,Transport reactions
11696,MAR11811,Transport reactions
11697,MAR11812,Transport reactions
11698,MAR11813,Transport reactions
11699,MAR11814,Transport reactions
11700,MAR11815,Transport reactions
11701,MAR11816,Transport reactions
11702,MAR11817,Transport reactions
11703,MAR11818,Exchange/demand reactions
11704,MAR11819,Transport reactions
11705,MAR11820,Transport reactions
11706,MAR11821,Exchange/demand reactions
11707,MAR11822,Transport reactions
11708,MAR11823,Exchange/demand reactions
11709,MAR11824,Transport reactions
11710,MAR11825,Transport reactions
11711,MAR11826,Transport reactions
11712,MAR11827,Exchange/demand reactions
11713,MAR11828,Transport reactions
11714,MAR11829,Transport reactions
11715,MAR11830,Exchange/demand reactions
11716,MAR11831,Transport reactions
11717,MAR11832,Transport reactions
11718,MAR11833,Exchange/demand reactions
11719,MAR11834,Transport reactions
11720,MAR11835,Transport reactions
11721,MAR11836,Exchange/demand reactions
11722,MAR11837,Transport reactions
11723,MAR11838,Transport reactions
11724,MAR11839,Exchange/demand reactions
11725,MAR11840,Transport reactions
11726,MAR11841,Transport reactions
11727,MAR11842,Exchange/demand reactions
11728,MAR11843,Transport reactions
11729,MAR11844,Transport reactions
11730,MAR11845,Transport reactions
11731,MAR11846,Transport reactions
11732,MAR11847,Exchange/demand reactions
11733,MAR11848,Exchange/demand reactions
11734,MAR11849,Transport reactions
11735,MAR11850,Exchange/demand reactions
11736,MAR11851,Transport reactions
11737,MAR11852,Exchange/demand reactions
11738,MAR11853,Transport reactions
11739,MAR11854,Transport reactions
11740,MAR11855,Exchange/demand reactions
11741,MAR11856,Exchange/demand reactions
11742,MAR11857,Transport reactions
11743,MAR11858,Exchange/demand reactions
11744,MAR11859,Transport reactions
11745,MAR11860,Exchange/demand reactions
11746,MAR11861,Exchange/demand reactions
11747,MAR11862,Exchange/demand reactions
11748,MAR11863,Exchange/demand reactions
11749,MAR11864,Exchange/demand reactions
11750,MAR11865,Exchange/demand reactions
11751,MAR11866,Exchange/demand reactions
11752,MAR11867,Exchange/demand reactions
11753,MAR11868,Exchange/demand reactions
11754,MAR11869,Exchange/demand reactions
11755,MAR11870,Exchange/demand reactions
11756,MAR11871,Exchange/demand reactions
11757,MAR11872,Transport reactions
11758,MAR11873,Transport reactions
11759,MAR11874,Exchange/demand reactions
11760,MAR11875,Exchange/demand reactions
11761,MAR11876,Exchange/demand reactions
11762,MAR11877,Transport reactions
11763,MAR11878,Transport reactions
11764,MAR11879,Exchange/demand reactions
11765,MAR11880,Transport reactions
11766,MAR11881,Exchange/demand reactions
11767,MAR11882,Transport reactions
11768,MAR11883,Transport reactions
11769,MAR11884,Exchange/demand reactions
11770,MAR11885,Transport reactions
11771,MAR11886,Transport reactions
11772,MAR11887,Exchange/demand reactions
11773,MAR11888,Transport reactions
11774,MAR11889,Exchange/demand reactions
11775,MAR11890,Transport reactions
11776,MAR11891,Exchange/demand reactions
11777,MAR11892,Transport reactions
11778,MAR11893,Exchange/demand reactions
11779,MAR11894,Transport reactions
11780,MAR11895,Exchange/demand reactions
11781,MAR11896,Transport reactions
11782,MAR11897,Exchange/demand reactions
11783,MAR11898,Glycerophospholipid metabolism
11784,MAR11899,Glycerophospholipid metabolism
11785,MAR11900,Transport reactions
11786,MAR11901,Exchange/demand reactions
11787,MAR11902,Exchange/demand reactions
11788,MAR11903,Transport reactions
11789,MAR11904,Exchange/demand reactions
11790,MAR11905,Transport reactions
11791,MAR11906,Exchange/demand reactions
11792,MAR11907,Exchange/demand reactions
11793,MAR11908,Exchange/demand reactions
11794,MAR11909,Exchange/demand reactions
11795,MAR11910,Exchange/demand reactions
11796,MAR11911,Exchange/demand reactions
11797,MAR11912,Exchange/demand reactions
11798,MAR11913,Transport reactions
11799,MAR11914,Exchange/demand reactions
11800,MAR11915,Transport reactions
11801,MAR11916,Exchange/demand reactions
11802,MAR11917,Exchange/demand reactions
11803,MAR11918,Exchange/demand reactions
11804,MAR11919,Transport reactions
11805,MAR11920,Exchange/demand reactions
11806,MAR11921,Transport reactions
11807,MAR11922,Exchange/demand reactions
11808,MAR11923,Exchange/demand reactions
11809,MAR11924,Transport reactions
11810,MAR11925,Exchange/demand reactions
11811,MAR11926,Exchange/demand reactions
11812,MAR11927,Exchange/demand reactions
11813,MAR11928,Transport reactions
11814,MAR11929,Exchange/demand reactions
11815,MAR11930,Exchange/demand reactions
11816,MAR11931,Transport reactions
11817,MAR11932,Exchange/demand reactions
11818,MAR11933,Exchange/demand reactions
11819,MAR11934,Exchange/demand reactions
11820,MAR11935,Transport reactions
11821,MAR11936,Exchange/demand reactions
11822,MAR11937,Transport reactions
11823,MAR11938,Exchange/demand reactions
11824,MAR11939,Transport reactions
11825,MAR11940,Exchange/demand reactions
11826,MAR11941,Transport reactions
11827,MAR11942,Exchange/demand reactions
11828,MAR11943,Transport reactions
11829,MAR11944,Transport reactions
11830,MAR11945,Exchange/demand reactions
11831,MAR11946,Transport reactions
11832,MAR11947,Exchange/demand reactions
11833,MAR11948,Transport reactions
11834,MAR11949,Exchange/demand reactions
11835,MAR11950,Transport reactions
11836,MAR11951,Exchange/demand reactions
11837,MAR11952,Exchange/demand reactions
11838,MAR11953,Exchange/demand reactions
11839,MAR11954,Exchange/demand reactions
11840,MAR11955,Transport reactions
11841,MAR11956,Exchange/demand reactions
11842,MAR11957,Exchange/demand reactions
11843,MAR11958,Transport reactions
11844,MAR11959,Exchange/demand reactions
11845,MAR11960,Transport reactions
11846,MAR11961,Exchange/demand reactions
11847,MAR11962,Exchange/demand reactions
11848,MAR11963,Transport reactions
11849,MAR11964,Transport reactions
11850,MAR11965,Exchange/demand reactions
11851,MAR11966,Transport reactions
11852,MAR11967,Exchange/demand reactions
11853,MAR11968,Transport reactions
